,player_id,playing_season,playing_position,playing_age,team_name,no_of_games_played,no_minutes_played,field_goals_made,field_goals_pctg,three_pointers_made,three_point_pctg,effective_field_goal_pctg,free_thows_made,free_throws_pctg,total_rebounds,no_of_assists,no_of_steals,no_of_blocks,no_of_turnovers,points
95,chandty01,2016,C,34,PHO,47,27.6,3.3,0.671,0.0,0.0,0.671,1.9,0.734,11.5,0.6,0.7,0.5,1.4,8.4
96,chandwi01,2016,SF,29,DEN,71,30.9,6.1,0.461,1.5,0.337,0.52,2.0,0.727,6.5,2.0,0.7,0.4,1.6,15.7
97,chrisma01,2016,PF,19,PHO,82,21.3,3.5,0.449,0.9,0.321,0.506,1.4,0.624,4.2,0.7,0.8,0.9,1.3,9.2
98,chrisra01,2016,PF,25,IND,29,7.6,0.7,0.442,0.0,0.0,0.442,0.7,0.724,1.9,0.1,0.1,0.2,0.3,2.0
99,chrisse01,2016,PG,24,OKC,64,15.2,1.2,0.345,0.2,0.19,0.372,0.3,0.548,1.4,2.0,0.4,0.1,0.7,2.9
100,clarkia01,2016,SG,25,GSW,77,14.8,2.7,0.487,0.8,0.374,0.558,0.6,0.759,1.6,1.2,0.5,0.1,0.7,6.8
101,clarkjo01,2016,SG,24,LAL,82,29.2,5.8,0.445,1.4,0.329,0.5,1.6,0.798,3.0,2.6,1.1,0.1,2.0,14.7
102,coleno01,2016,PG,28,OKC,13,9.6,1.2,0.308,0.2,0.231,0.337,0.6,0.8,0.8,1.1,0.6,0.0,0.5,3.3
103,collida01,2016,PG,29,SAC,68,30.3,5.0,0.476,1.1,0.417,0.527,2.2,0.86,2.2,4.6,1.0,0.1,1.7,13.2
104,collini01,2016,PF,36,OKC,20,6.4,0.7,0.609,0.0,0.0,0.609,0.3,0.625,1.6,0.6,0.1,0.1,0.2,1.7
105,conlemi01,2016,PG,29,MEM,69,33.2,6.7,0.46,2.5,0.408,0.545,4.6,0.859,3.5,6.3,1.3,0.3,2.3,20.5
106,connapa01,2016,SG,24,POR,39,8.1,0.9,0.514,0.4,0.515,0.632,0.2,0.778,1.3,0.7,0.2,0.1,0.4,2.5
107,cookqu01,2016,PG,23,TOT,14,13.4,2.4,0.5,0.8,0.423,0.583,0.1,0.4,0.5,1.9,0.3,0.0,0.9,5.6
110,couside01,2016,C,26,TOT,72,34.2,9.0,0.452,1.8,0.361,0.498,7.2,0.772,11.0,4.6,1.4,1.3,3.7,27.0
113,covinro01,2016,SF,26,PHI,67,31.6,4.4,0.399,2.0,0.333,0.492,2.1,0.822,6.5,1.5,1.9,1.0,2.0,12.9
114,crabbal01,2016,SG,24,POR,79,28.5,3.8,0.468,1.7,0.444,0.572,1.3,0.847,2.9,1.2,0.7,0.3,0.8,10.7
115,crawfja01,2016,SG,36,LAC,82,26.3,4.4,0.413,1.4,0.36,0.479,2.1,0.857,1.6,2.6,0.7,0.2,1.6,12.3
116,crawfjo02,2016,SG,28,NOP,19,23.3,5.5,0.482,1.9,0.389,0.567,1.1,0.769,1.8,3.0,0.6,0.1,1.3,14.1
117,crowdja01,2016,SF,26,BOS,72,32.4,4.6,0.463,2.2,0.398,0.572,2.4,0.811,5.8,2.2,1.0,0.3,1.1,13.9
118,cunnida01,2016,PF,29,NOP,66,25.0,2.6,0.485,1.1,0.392,0.584,0.2,0.593,4.2,0.6,0.6,0.4,0.4,6.6
119,curryse01,2016,PG,26,DAL,70,29.0,4.8,0.481,2.0,0.425,0.578,1.2,0.85,2.6,2.7,1.1,0.1,1.3,12.8
120,curryst01,2016,PG,28,GSW,79,33.4,8.5,0.468,4.1,0.411,0.58,4.1,0.898,4.5,6.6,1.8,0.2,3.0,25.3
121,danietr01,2016,SG,25,MEM,67,17.7,2.8,0.374,2.1,0.389,0.513,0.6,0.796,1.5,0.7,0.3,0.1,0.7,8.2
122,davisan02,2016,C,23,NOP,75,36.1,10.3,0.505,0.5,0.299,0.518,6.9,0.802,11.8,2.1,1.3,2.2,2.4,28.0
123,davisde01,2016,C,20,MEM,36,6.6,0.7,0.511,0.0,0.0,0.511,0.3,0.556,1.7,0.1,0.1,0.5,0.2,1.6
124,davised01,2016,PF,27,POR,46,17.2,1.6,0.528,0.0,0.0,0.528,1.1,0.617,5.3,0.6,0.3,0.5,0.8,4.3
125,dedmode01,2016,C,27,SAS,76,17.5,2.1,0.622,0.0,0.0,0.622,0.9,0.699,6.5,0.6,0.5,0.8,0.8,5.1
126,dekkesa01,2016,PF,22,HOU,77,18.4,2.6,0.473,0.8,0.321,0.543,0.5,0.559,3.7,1.0,0.5,0.3,0.5,6.5
127,delanma01,2016,PG,27,ATL,73,17.1,2.0,0.374,0.4,0.236,0.407,1.0,0.806,1.7,2.6,0.5,0.0,1.3,5.4
128,dellama01,2016,PG,26,MIL,76,26.1,2.7,0.39,1.0,0.367,0.463,1.1,0.854,1.9,4.7,0.7,0.0,1.8,7.6
129,denglu01,2016,SF,31,LAL,56,26.5,2.9,0.387,0.9,0.309,0.447,0.8,0.73,5.3,1.3,0.9,0.4,0.8,7.6
130,derozde01,2016,SG,27,TOR,74,35.4,9.7,0.467,0.4,0.266,0.477,7.4,0.842,5.2,3.9,1.1,0.2,2.4,27.3
131,diallch01,2016,PF,20,NOP,17,11.7,2.1,0.474,0.0,0.0,0.474,0.9,0.714,4.3,0.2,0.2,0.4,0.4,5.1
132,diawbo01,2016,PF,34,UTA,73,17.6,2.0,0.446,0.3,0.247,0.477,0.4,0.743,2.2,2.3,0.2,0.1,1.2,4.6
133,dienggo01,2016,PF,27,MIN,82,32.4,4.0,0.502,0.2,0.372,0.514,1.7,0.814,7.9,1.9,1.1,1.2,1.3,10.0
134,dinwisp01,2016,PG,23,BRK,59,22.6,2.3,0.444,0.6,0.376,0.507,2.1,0.792,2.8,3.1,0.7,0.4,1.1,7.3
135,douglto01,2016,PG,30,MEM,24,16.4,1.8,0.368,0.3,0.167,0.397,1.0,0.828,2.5,2.3,0.8,0.2,0.9,4.9
136,dragigo01,2016,PG,30,MIA,73,33.7,7.3,0.475,1.6,0.405,0.527,4.1,0.79,3.8,5.8,1.2,0.2,2.9,20.3
137,drumman01,2016,C,23,DET,81,29.7,6.0,0.53,0.0,0.286,0.531,1.7,0.386,13.8,1.1,1.5,1.1,1.9,13.6
138,dudleja01,2016,PF,31,PHO,64,21.3,2.5,0.454,1.2,0.379,0.565,0.7,0.662,3.5,1.9,0.7,0.3,1.1,6.8
139,dunlemi02,2016,SF,36,TOT,53,15.9,1.8,0.423,1.0,0.396,0.543,0.7,0.8,2.2,0.9,0.3,0.1,0.5,5.2
142,dunnkr01,2016,PG,22,MIN,78,17.1,1.5,0.377,0.3,0.288,0.411,0.5,0.61,2.1,2.4,1.0,0.5,1.1,3.8
143,duranke01,2016,PF,28,GSW,62,33.4,8.9,0.537,1.9,0.375,0.594,5.4,0.875,8.3,4.8,1.1,1.6,2.2,25.1
144,eddieja01,2016,SF,25,PHO,5,12.4,1.2,0.316,0.8,0.25,0.421,1.6,0.889,1.4,0.0,0.2,0.0,0.2,4.8
145,ellenhe01,2016,PF,20,DET,19,7.7,1.2,0.359,0.5,0.286,0.438,0.2,0.5,2.2,0.4,0.1,0.1,0.7,3.2
146,ellinwa01,2016,SG,29,MIA,62,24.2,3.7,0.416,2.4,0.378,0.55,0.6,0.86,2.1,1.1,0.6,0.1,0.5,10.5
147,ellismo01,2016,SG,31,IND,74,27.0,3.3,0.443,0.6,0.319,0.482,1.3,0.727,2.8,3.2,1.1,0.4,1.8,8.5
148,embiijo01,2016,C,22,PHI,31,25.4,6.5,0.466,1.2,0.367,0.508,6.2,0.783,7.8,2.1,0.9,2.5,3.8,20.2
149,ennisja01,2016,SF,26,MEM,64,23.5,2.3,0.455,0.8,0.372,0.534,1.3,0.782,4.0,1.0,0.7,0.3,0.9,6.7
150,ennisty01,2016,PG,22,TOT,53,11.1,1.7,0.433,0.5,0.386,0.498,0.4,0.84,0.8,1.6,0.5,0.0,0.8,4.3
153,evansty01,2016,SF,27,TOT,40,19.7,3.8,0.405,1.1,0.356,0.462,1.7,0.75,3.4,3.1,0.9,0.2,1.5,10.3
156,exumda01,2016,PG,21,UTA,66,18.6,2.3,0.427,0.7,0.295,0.488,0.9,0.795,2.0,1.7,0.3,0.2,1.2,6.2
157,farieke01,2016,PF,27,DEN,61,21.2,3.7,0.548,0.0,0.0,0.548,2.1,0.693,7.6,0.9,0.7,0.7,1.0,9.6
158,farmajo01,2016,PG,30,SAC,2,17.5,2.0,0.333,2.0,0.444,0.5,0.0,0.0,1.5,4.5,1.0,0.0,1.5,6.0
159,favorde01,2016,PF,25,UTA,50,23.7,4.1,0.487,0.1,0.3,0.49,1.3,0.615,6.1,1.1,0.9,0.8,1.2,9.5
160,feldeka01,2016,PG,21,CLE,42,9.2,1.5,0.392,0.2,0.318,0.415,0.8,0.714,1.0,1.4,0.4,0.2,0.7,4.0
161,feliccr01,2016,C,24,CHI,66,15.8,1.9,0.579,0.0,0.0,0.579,0.9,0.645,4.7,0.6,0.4,0.3,0.5,4.8
162,feltora01,2016,PG,32,LAC,80,21.3,2.8,0.43,0.6,0.319,0.475,0.6,0.781,2.7,2.4,0.8,0.3,1.0,6.7
163,ferreyo01,2016,PG,23,TOT,46,26.0,3.5,0.406,1.5,0.386,0.492,1.6,0.831,2.4,3.7,0.9,0.2,1.5,10.0
166,finnedo01,2016,PF,23,DAL,81,20.3,1.5,0.372,0.7,0.293,0.456,0.6,0.754,2.7,0.8,0.6,0.3,0.6,4.3
167,forbebr01,2016,SG,23,SAS,36,7.9,1.0,0.364,0.5,0.321,0.449,0.1,0.833,0.6,0.6,0.0,0.0,0.3,2.6
168,fournev01,2016,SG,24,ORL,68,32.9,6.0,0.439,1.9,0.356,0.508,3.3,0.805,3.1,3.0,1.0,0.1,2.1,17.2
169,foyera01,2016,SG,33,BRK,69,18.6,1.7,0.363,1.0,0.33,0.466,0.8,0.857,2.2,2.0,0.5,0.1,1.2,5.2
170,fraziti01,2016,PG,26,NOP,65,23.5,2.5,0.403,0.6,0.313,0.453,1.5,0.76,2.7,5.2,0.9,0.1,1.6,7.1
171,fryech01,2016,C,33,CLE,74,18.9,3.2,0.458,1.9,0.409,0.589,0.9,0.851,3.9,0.6,0.4,0.5,0.7,9.1
172,gallida01,2016,SF,28,DEN,63,33.9,5.3,0.447,2.0,0.389,0.531,5.5,0.902,5.2,2.1,0.6,0.2,1.3,18.2
173,gallola01,2016,PG,25,TOT,74,20.2,2.8,0.38,1.6,0.39,0.49,0.7,0.797,2.1,1.3,0.6,0.1,0.6,7.9
176,garinpa01,2016,SG,23,ORL,5,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.6,0.0
177,gasolma01,2016,C,32,MEM,74,34.2,7.2,0.459,1.4,0.388,0.503,3.8,0.837,6.3,4.6,0.9,1.3,2.2,19.5
178,gasolpa01,2016,C,36,SAS,64,25.4,4.7,0.502,0.9,0.538,0.548,2.0,0.707,7.8,2.3,0.4,1.1,1.3,12.4
179,gayru01,2016,SF,30,SAC,30,33.8,6.7,0.455,1.4,0.372,0.502,3.9,0.855,6.3,2.8,1.5,0.9,2.5,18.7
180,gbinimi01,2016,SG,24,DET,9,3.6,0.1,0.1,0.0,0.0,0.1,0.2,1.0,0.3,0.2,0.0,0.0,0.0,0.4
181,geeal01,2016,SF,29,DEN,13,6.8,0.2,0.214,0.0,0.0,0.214,0.4,0.556,1.2,0.5,0.4,0.1,0.3,0.8
182,georgpa01,2016,SF,26,IND,75,35.9,8.3,0.461,2.6,0.393,0.534,4.5,0.898,6.6,3.3,1.6,0.4,2.9,23.7
183,georgma01,2016,SG,22,ORL,5,9.6,0.4,0.286,0.2,0.5,0.357,1.8,0.9,1.8,0.6,0.2,0.0,0.4,2.8
184,gibsojo01,2016,PG,29,DAL,17,13.6,2.1,0.368,0.9,0.333,0.447,1.2,0.724,1.3,1.5,0.5,0.0,1.2,6.2
185,gibsota01,2016,PF,31,TOT,78,25.5,4.7,0.515,0.0,0.231,0.517,1.4,0.715,6.2,0.9,0.5,0.8,1.3,10.8
188,ginobma01,2016,SG,39,SAS,69,18.7,2.5,0.39,1.3,0.392,0.491,1.2,0.804,2.3,2.7,1.2,0.2,1.4,7.5
189,goberru01,2016,C,24,UTA,81,33.9,5.1,0.661,0.0,0.0,0.661,3.8,0.653,12.8,1.2,0.6,2.6,1.8,14.0
190,goodwar01,2016,SG,22,TOT,15,14.3,2.4,0.545,0.3,0.333,0.583,2.2,0.786,1.9,1.6,0.3,0.3,0.9,7.3
193,gordoaa01,2016,SF,21,ORL,80,28.7,4.9,0.454,1.0,0.288,0.499,2.0,0.719,5.1,1.9,0.8,0.5,1.1,12.7
194,gordoer01,2016,SG,28,HOU,75,31.0,5.5,0.406,3.3,0.372,0.527,2.0,0.84,2.7,2.5,0.6,0.5,1.6,16.2
195,gortama01,2016,C,32,WAS,82,31.2,4.8,0.579,0.0,0.0,0.579,1.3,0.648,10.4,1.5,0.5,0.7,1.5,10.8
196,grahatr01,2016,SG,23,CHO,27,7.0,0.7,0.475,0.3,0.6,0.588,0.4,0.667,0.8,0.2,0.2,0.0,0.1,2.1
197,grantje01,2016,PF,22,TOT,80,19.1,1.9,0.463,0.5,0.371,0.529,1.1,0.612,2.6,0.6,0.4,1.0,0.6,5.5
200,grantje02,2016,PG,24,CHI,63,16.3,2.0,0.425,0.8,0.366,0.507,1.0,0.89,1.8,1.9,0.7,0.1,0.7,5.9
201,greenda02,2016,SG,29,SAS,68,26.6,2.6,0.392,1.7,0.379,0.523,0.4,0.844,3.3,1.8,1.0,0.8,1.1,7.3
202,greendr01,2016,PF,26,GSW,76,32.5,3.6,0.418,1.1,0.308,0.481,2.0,0.709,7.9,7.0,2.0,1.4,2.4,10.2
203,greenge01,2016,SF,31,BOS,47,11.4,2.0,0.409,0.8,0.351,0.494,0.7,0.805,1.8,0.7,0.2,0.1,0.5,5.6
204,greenja01,2016,PF,26,MEM,77,27.3,3.2,0.5,0.7,0.379,0.555,1.7,0.802,7.1,1.1,0.6,0.4,1.2,8.9
205,greenje02,2016,PF,30,ORL,69,22.2,3.2,0.394,0.8,0.275,0.442,2.1,0.863,3.1,1.2,0.5,0.2,1.1,9.2
206,griffbl01,2016,PF,27,LAC,61,34.0,7.9,0.493,0.6,0.336,0.513,5.2,0.76,8.1,4.9,0.9,0.4,2.3,21.6
207,hamilju01,2016,C,26,BRK,64,18.4,2.7,0.459,0.9,0.306,0.532,0.6,0.75,4.1,0.9,0.5,0.7,0.7,6.9
208,hammoaj01,2016,C,24,DAL,22,7.4,0.8,0.405,0.2,0.5,0.464,0.4,0.45,1.6,0.2,0.0,0.6,0.5,2.2
209,hardati02,2016,SG,24,ATL,79,27.3,5.3,0.455,1.9,0.357,0.537,2.1,0.766,2.8,2.3,0.7,0.2,1.3,14.5
210,hardeja01,2016,PG,27,HOU,81,36.4,8.3,0.44,3.2,0.347,0.525,9.2,0.847,8.1,11.2,1.5,0.5,5.7,29.1
211,harklma01,2016,SF,23,POR,77,28.9,4.1,0.503,0.9,0.351,0.558,1.0,0.621,4.4,1.1,1.1,0.9,1.1,10.0
212,harpeju01,2016,PF,27,PHI,3,10.3,1.7,0.417,0.7,0.286,0.5,0.0,0.0,1.7,0.7,0.0,0.0,1.3,4.0
213,harremo01,2016,C,23,HOU,58,18.3,3.9,0.652,0.0,0.143,0.654,1.3,0.628,3.8,1.1,0.3,0.7,0.8,9.1
214,harride01,2016,PG,33,DAL,65,16.7,2.1,0.399,0.9,0.328,0.484,1.6,0.829,2.0,2.1,0.7,0.1,0.9,6.7
215,harriga01,2016,SG,22,DEN,57,31.3,5.6,0.502,1.9,0.42,0.586,1.8,0.776,3.1,2.9,1.2,0.1,1.3,14.9
216,harrijo01,2016,SG,25,BRK,52,21.9,3.0,0.425,1.6,0.385,0.543,0.7,0.714,2.8,1.0,0.6,0.2,1.1,8.2
217,harrima01,2016,SG,27,DAL,4,6.3,0.8,0.2,0.0,0.0,0.2,0.5,0.5,2.3,0.5,0.0,0.0,0.5,2.0
218,harrito02,2016,PF,24,DET,82,31.3,6.2,0.481,1.3,0.347,0.532,2.3,0.841,5.1,1.7,0.7,0.5,1.2,16.1
219,harriaa01,2016,SG,22,CHO,5,3.4,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.6,0.6,0.0,0.0,0.0,0.2
220,harrian01,2016,PG,22,MEM,72,20.5,1.6,0.325,0.6,0.276,0.385,2.1,0.763,1.9,2.8,0.7,0.3,1.2,5.9
221,hasleud01,2016,C,36,MIA,16,8.1,0.7,0.478,0.0,0.0,0.478,0.6,0.6,2.3,0.4,0.4,0.1,0.5,1.9
222,hawessp01,2016,PF,28,TOT,54,14.8,2.5,0.484,0.5,0.309,0.529,0.8,0.846,3.5,1.5,0.3,0.6,0.9,6.2
225,haywago01,2016,SF,26,UTA,73,34.5,7.5,0.471,2.0,0.398,0.536,5.0,0.844,5.4,3.5,1.0,0.3,1.9,21.9
226,hendege02,2016,SG,29,PHI,72,23.2,3.3,0.423,0.8,0.353,0.478,1.8,0.806,2.6,1.6,0.6,0.2,0.9,9.2
227,hensojo01,2016,C,26,MIL,58,19.4,2.7,0.515,0.0,0.0,0.515,1.3,0.692,5.1,1.0,0.5,1.3,0.9,6.8
228,hernaju01,2016,PF,21,DEN,62,13.6,1.6,0.451,0.7,0.407,0.554,0.9,0.75,3.0,0.5,0.5,0.2,0.5,4.9
229,hernawi01,2016,C,22,NYK,72,18.4,3.4,0.529,0.1,0.267,0.533,1.3,0.728,7.0,1.3,0.6,0.5,1.4,8.2
230,hezonma01,2016,SF,21,ORL,65,14.8,1.8,0.355,0.7,0.299,0.42,0.6,0.8,2.2,1.0,0.5,0.2,0.9,4.9
231,hibbero01,2016,C,30,TOT,48,14.2,1.7,0.544,0.0,0.0,0.544,1.3,0.813,3.2,0.4,0.2,1.0,0.7,4.6
234,hieldbu01,2016,SG,24,TOT,82,23.0,4.0,0.426,1.8,0.391,0.523,0.8,0.842,3.3,1.5,0.5,0.1,1.2,10.6
237,hilarne01,2016,C,34,HOU,67,17.9,3.7,0.617,0.0,0.333,0.621,1.7,0.589,4.2,1.0,0.8,0.6,1.1,9.1
238,hillge01,2016,PG,30,UTA,49,31.5,5.9,0.477,1.9,0.403,0.554,3.2,0.801,3.4,4.2,1.0,0.2,1.7,16.9
239,hilljo01,2016,C,29,MIN,7,6.7,0.7,0.385,0.0,0.0,0.385,0.3,1.0,2.0,0.0,0.1,0.0,0.6,1.7
240,hillso01,2016,SF,25,NOP,80,29.7,2.3,0.383,1.2,0.348,0.481,1.3,0.805,3.8,1.8,0.9,0.4,1.0,7.0
241,hillida01,2016,SG,23,DET,39,9.8,1.2,0.373,0.3,0.261,0.421,0.5,0.75,0.8,0.8,0.3,0.1,0.7,3.3
242,holidjr01,2016,PG,26,NOP,67,32.7,6.0,0.454,1.5,0.356,0.51,1.8,0.708,3.9,7.3,1.5,0.7,2.9,15.4
243,holidju01,2016,SG,27,NYK,82,20.0,2.8,0.433,1.2,0.355,0.523,0.8,0.825,2.7,1.2,0.8,0.4,0.8,7.7
244,holliro01,2016,SF,22,BRK,78,22.6,3.0,0.434,0.2,0.224,0.447,2.4,0.751,5.8,2.0,1.1,0.6,1.5,8.7
245,holmeri01,2016,C,23,PHI,57,20.9,4.0,0.558,0.5,0.351,0.591,1.3,0.699,5.5,1.0,0.7,1.0,1.0,9.8
246,hoodro01,2016,SG,24,UTA,59,27.0,4.6,0.408,1.9,0.371,0.494,1.5,0.783,3.4,1.6,0.6,0.2,1.1,12.7
247,horfoal01,2016,C,30,BOS,68,32.3,5.6,0.473,1.3,0.355,0.527,1.6,0.8,6.8,5.0,0.8,1.3,1.7,14.0
248,houseda01,2016,SG,23,WAS,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
249,howardw01,2016,C,31,ATL,74,29.7,5.2,0.633,0.0,0.0,0.633,3.1,0.533,12.7,1.4,0.9,1.2,2.3,13.5
250,huertma01,2016,PG,33,LAL,23,10.3,1.1,0.368,0.2,0.211,0.397,0.4,0.529,1.0,2.3,0.4,0.1,0.8,2.7
251,huestjo01,2016,PF,25,OKC,2,15.5,3.0,0.545,1.0,0.5,0.636,0.0,0.0,4.5,1.5,0.0,1.5,0.0,7.0
252,humphkr01,2016,PF,31,ATL,56,12.3,1.6,0.407,0.3,0.352,0.451,1.1,0.78,3.7,0.5,0.3,0.4,0.5,4.6
253,hunterj01,2016,SG,23,CHI,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
254,ibakase01,2016,PF,27,TOT,79,30.7,6.0,0.48,1.6,0.391,0.543,1.4,0.856,6.8,0.9,0.5,1.6,1.3,14.8
257,iguodan01,2016,SF,33,GSW,76,26.3,2.9,0.528,0.8,0.362,0.605,0.9,0.706,4.0,3.4,1.0,0.5,0.8,7.6
258,ilyaser01,2016,PF,29,TOT,82,26.1,4.7,0.431,1.7,0.353,0.511,2.0,0.778,5.9,1.7,0.7,0.3,1.4,13.1
262,inglejo01,2016,SF,29,UTA,82,24.0,2.5,0.452,1.5,0.441,0.589,0.6,0.735,3.2,2.7,1.2,0.1,1.3,7.1
263,ingrabr01,2016,SF,19,LAL,79,28.8,3.5,0.402,0.7,0.294,0.442,1.7,0.621,4.0,2.1,0.6,0.5,1.5,9.4
264,irvinky01,2016,PG,24,CLE,72,35.1,9.3,0.473,2.5,0.401,0.535,4.1,0.905,3.2,5.8,1.2,0.3,2.5,25.2
265,jackja01,2016,PG,33,NOP,2,16.5,1.0,0.667,0.0,0.0,0.667,1.0,1.0,0.0,2.5,1.0,0.0,1.5,3.0
266,jacksde01,2016,PG,22,BOS,5,3.4,0.6,0.75,0.2,1.0,0.875,0.6,0.5,0.8,0.6,0.0,0.0,0.0,2.0
267,jackspi01,2016,PG,25,DAL,8,10.5,1.6,0.333,0.4,0.273,0.372,0.8,0.857,1.1,2.4,0.3,0.0,0.4,4.4
268,jacksre01,2016,PG,26,DET,52,27.4,5.5,0.419,1.3,0.359,0.468,2.3,0.868,2.2,5.2,0.7,0.1,2.2,14.5
269,jamesle01,2016,SF,32,CLE,74,37.8,9.9,0.548,1.7,0.363,0.594,4.8,0.674,8.6,8.7,1.2,0.6,4.1,26.4
270,jeffeal01,2016,C,32,IND,66,14.1,3.6,0.499,0.0,0.0,0.499,1.0,0.765,4.2,0.9,0.3,0.2,0.5,8.1
271,jefferi01,2016,SF,36,CLE,79,20.4,1.9,0.446,0.8,0.333,0.536,1.0,0.741,2.6,1.0,0.3,0.1,0.7,5.7
272,jenkijo01,2016,SG,25,PHO,4,3.3,0.5,0.4,0.3,0.5,0.5,0.5,1.0,0.3,0.3,0.0,0.0,0.0,1.8
273,jennibr01,2016,PG,27,TOT,81,22.2,2.4,0.359,1.0,0.313,0.433,1.4,0.75,2.4,4.9,0.9,0.0,1.6,7.1
276,jerebjo01,2016,PF,29,BOS,78,15.8,1.5,0.435,0.6,0.346,0.521,0.3,0.703,3.5,0.9,0.3,0.2,0.5,3.8
277,johnsam01,2016,PF,29,BOS,80,20.1,2.7,0.576,0.3,0.409,0.612,0.8,0.67,4.6,1.8,0.6,0.8,1.0,6.5
278,johnsbr02,2016,PF,22,LAC,3,3.0,0.7,0.286,0.0,0.0,0.286,0.0,0.0,1.0,0.3,0.7,0.3,0.3,1.3
279,johnsja01,2016,PF,29,MIA,76,27.4,4.8,0.479,1.1,0.34,0.535,2.0,0.707,4.9,3.6,1.0,1.1,2.3,12.8
280,johnsjo02,2016,SF,35,UTA,78,23.6,3.5,0.436,1.4,0.411,0.521,0.8,0.818,3.1,1.8,0.5,0.2,0.9,9.2
281,johnsst04,2016,SF,20,DET,77,17.8,1.7,0.353,0.6,0.292,0.415,0.5,0.679,2.5,1.4,0.7,0.3,0.9,4.4
282,johnsty01,2016,PG,24,MIA,73,29.8,4.9,0.433,1.3,0.372,0.49,2.7,0.768,4.0,3.2,1.2,0.6,1.2,13.7
283,johnswe01,2016,SF,29,LAC,68,11.9,1.1,0.365,0.4,0.246,0.438,0.2,0.647,2.7,0.3,0.4,0.4,0.3,2.7
284,jokicni01,2016,C,21,DEN,73,27.9,6.8,0.578,0.6,0.324,0.605,2.6,0.825,9.8,4.9,0.8,0.8,2.3,16.7
285,jonesda02,2016,SF,36,CLE,1,12.0,3.0,0.375,0.0,0.0,0.375,3.0,0.75,2.0,1.0,0.0,0.0,1.0,9.0
286,jonesda03,2016,C,21,GSW,10,8.5,0.8,0.5,0.0,0.0,0.5,0.3,0.3,2.3,0.0,0.1,0.4,0.6,1.9
287,jonesde02,2016,SF,19,PHO,32,17.0,2.1,0.562,0.1,0.273,0.574,0.9,0.707,2.5,0.4,0.4,0.4,0.4,5.3
288,jonesja02,2016,SF,36,CLE,48,7.9,0.9,0.478,0.6,0.47,0.647,0.3,0.65,0.8,0.3,0.1,0.2,0.2,2.8
289,joneste01,2016,PF,25,TOT,54,23.5,4.3,0.47,0.4,0.253,0.489,1.9,0.606,5.7,1.1,0.7,1.0,0.9,10.8
292,jonesty01,2016,PG,20,MIN,60,12.9,1.3,0.414,0.4,0.356,0.486,0.6,0.767,1.1,2.6,0.8,0.1,0.6,3.5
293,jordade01,2016,C,28,LAC,81,31.7,5.1,0.714,0.0,0.0,0.714,2.5,0.482,13.8,1.2,0.6,1.7,1.4,12.7
294,josepco01,2016,PG,25,TOR,80,25.0,3.7,0.452,0.6,0.356,0.489,1.2,0.77,2.9,3.3,0.8,0.2,1.4,9.3
295,kaminfr01,2016,C,23,CHO,75,26.1,4.3,0.399,1.5,0.328,0.471,1.6,0.756,4.5,2.2,0.6,0.5,1.0,11.7
296,kanteen01,2016,C,24,OKC,72,21.3,5.6,0.545,0.1,0.132,0.549,3.1,0.786,6.7,0.9,0.4,0.5,1.7,14.3
297,kellyry01,2016,PF,25,ATL,16,6.9,0.5,0.286,0.3,0.4,0.357,0.3,0.833,1.1,0.5,0.3,0.3,0.3,1.6
298,kiddgmi01,2016,SF,23,CHO,81,29.0,3.6,0.477,0.0,0.111,0.478,1.9,0.784,7.0,1.4,1.0,1.0,0.7,9.2
299,kilpase01,2016,SG,27,BRK,70,25.1,4.4,0.415,1.5,0.341,0.486,2.9,0.843,4.0,2.2,0.6,0.1,1.9,13.1
300,knighbr03,2016,SG,25,PHO,54,21.1,3.9,0.398,0.8,0.324,0.441,2.4,0.857,2.2,2.4,0.5,0.1,1.6,11.0
301,korveky01,2016,SG,35,TOT,67,26.2,3.6,0.464,2.4,0.451,0.621,0.6,0.905,2.8,1.6,0.5,0.3,1.0,10.1
304,koufoko01,2016,C,27,SAC,71,20.0,3.0,0.551,0.0,0.0,0.551,0.5,0.613,5.7,0.7,0.5,0.7,0.9,6.6
305,kuzmimi01,2016,SF,27,NYK,68,14.9,2.3,0.428,0.8,0.321,0.501,0.8,0.809,1.9,1.0,0.4,0.2,0.8,6.3
306,labissk01,2016,PF,20,SAC,33,18.5,3.5,0.537,0.1,0.375,0.544,1.6,0.703,4.9,0.8,0.5,0.4,1.1,8.8
307,lambje01,2016,SG,24,CHO,62,18.4,3.6,0.46,0.7,0.281,0.502,1.8,0.853,4.3,1.2,0.4,0.4,0.6,9.7
308,laproni01,2016,PG,27,SAS,18,9.7,1.1,0.426,0.6,0.37,0.532,0.5,1.0,0.6,1.6,0.2,0.1,1.1,3.3
309,lauvejo01,2016,PF-C,25,TOT,70,14.0,2.1,0.44,0.5,0.337,0.49,0.7,0.63,3.6,1.0,0.4,0.1,0.8,5.4
