,player_id,playing_season,playing_position,playing_age,team_name,no_of_games_played,no_minutes_played,field_goals_made,field_goals_pctg,three_pointers_made,three_point_pctg,effective_field_goal_pctg,free_thows_made,free_throws_pctg,total_rebounds,no_of_assists,no_of_steals,no_of_blocks,no_of_turnovers,points
312,lavinza01,2016,SG,21,MIN,47,37.2,6.9,0.459,2.6,0.387,0.544,2.5,0.836,3.4,3.0,0.9,0.2,1.8,18.9
313,lawsoty01,2016,PG,29,SAC,69,25.1,3.4,0.454,0.5,0.288,0.487,2.5,0.797,2.6,4.8,1.1,0.1,1.9,9.9
314,laymaja01,2016,SF,22,POR,35,7.1,0.7,0.292,0.4,0.255,0.365,0.4,0.765,0.7,0.3,0.3,0.1,0.3,2.2
315,leeco01,2016,SG,31,NYK,77,31.9,4.2,0.456,1.4,0.401,0.533,1.1,0.867,3.4,2.3,1.1,0.3,0.9,10.8
316,leeda02,2016,PF,33,SAS,79,18.7,3.1,0.59,0.0,0.0,0.59,1.0,0.708,5.6,1.6,0.4,0.5,1.0,7.3
317,lenal01,2016,C,23,PHO,77,20.3,3.0,0.497,0.0,0.25,0.5,1.9,0.721,6.6,0.6,0.5,1.3,1.3,8.0
318,leonaka01,2016,SF,25,SAS,74,33.4,8.6,0.485,2.0,0.38,0.541,6.3,0.88,5.8,3.5,1.8,0.7,2.1,25.5
319,leoname01,2016,PF,24,POR,74,16.5,2.0,0.386,1.0,0.347,0.484,0.5,0.875,3.2,1.0,0.2,0.4,0.5,5.4
320,leuerjo01,2016,PF,27,DET,75,25.9,4.1,0.48,0.7,0.293,0.518,1.3,0.867,5.4,1.5,0.4,0.3,0.9,10.2
321,leverca01,2016,SF,22,BRK,57,21.7,3.0,0.45,1.0,0.321,0.528,1.2,0.72,3.3,1.9,0.9,0.1,1.0,8.2
322,liggide01,2016,SG,28,TOT,62,12.5,0.9,0.387,0.3,0.37,0.447,0.4,0.625,1.7,0.9,0.8,0.2,0.7,2.5
325,lillada01,2016,PG,26,POR,75,35.9,8.8,0.444,2.9,0.37,0.516,6.5,0.895,4.9,5.9,0.9,0.3,2.6,27.0
326,linje01,2016,PG,28,BRK,36,24.5,4.9,0.438,1.6,0.372,0.51,3.2,0.816,3.8,5.1,1.2,0.4,2.4,14.5
327,livinsh01,2016,PG,31,GSW,76,17.7,2.3,0.547,0.0,0.333,0.549,0.6,0.7,2.0,1.8,0.5,0.3,0.8,5.1
328,longsh01,2016,C,24,PHI,18,13.0,3.4,0.56,0.4,0.368,0.592,1.1,0.543,4.7,0.7,0.5,0.5,0.7,8.2
329,looneke01,2016,C,20,GSW,53,8.4,1.1,0.523,0.0,0.222,0.533,0.4,0.618,2.3,0.5,0.3,0.3,0.3,2.5
330,lopezbr01,2016,C,28,BRK,75,29.6,7.4,0.474,1.8,0.346,0.531,3.9,0.81,5.4,2.3,0.5,1.7,2.5,20.5
331,lopezro01,2016,C,28,CHI,81,28.0,4.7,0.493,0.0,0.0,0.493,0.9,0.721,6.4,1.0,0.2,1.4,1.1,10.4
332,loveke01,2016,PF,28,CLE,60,31.4,6.2,0.427,2.4,0.373,0.51,4.3,0.871,11.1,1.9,0.9,0.4,2.0,19.0
333,lowryky01,2016,PG,30,TOR,60,37.4,7.1,0.464,3.2,0.412,0.569,5.0,0.819,4.8,7.0,1.5,0.3,2.9,22.4
334,lucasjo02,2016,PG,34,MIN,5,2.2,0.2,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.4
335,luwawti01,2016,SF,21,PHI,69,17.2,2.1,0.402,0.7,0.311,0.471,1.5,0.854,2.2,1.1,0.5,0.1,1.1,6.4
336,lylestr01,2016,PF,21,UTA,71,16.3,2.2,0.362,0.9,0.319,0.436,0.8,0.722,3.3,1.0,0.4,0.3,0.9,6.2
337,mcclesh01,2016,SG,24,WAS,30,9.6,1.0,0.4,0.2,0.233,0.447,0.8,0.852,1.1,0.5,0.3,0.1,0.2,3.0
338,macksh01,2016,PG,26,UTA,55,21.9,3.1,0.446,0.7,0.308,0.495,1.0,0.688,2.3,2.8,0.8,0.1,1.6,7.8
339,mahinia01,2016,C,30,WAS,31,17.9,2.1,0.586,0.0,0.0,0.586,1.4,0.573,4.8,0.6,1.1,0.8,1.1,5.6
340,makerth01,2016,C,19,MIL,57,9.9,1.5,0.459,0.5,0.378,0.536,0.6,0.653,2.0,0.4,0.2,0.5,0.3,4.0
341,marjabo01,2016,C,28,DET,35,8.4,2.1,0.545,0.0,0.0,0.545,1.3,0.81,3.7,0.3,0.2,0.3,0.3,5.5
342,martija01,2016,PF,22,MEM,42,13.3,1.4,0.384,0.2,0.36,0.414,1.0,0.8,3.9,0.2,0.4,0.2,0.7,3.9
343,matthwe02,2016,SG,30,DAL,73,34.2,4.6,0.393,2.4,0.363,0.496,2.0,0.816,3.5,2.9,1.1,0.2,1.4,13.5
344,mbahalu01,2016,SF,30,LAC,80,22.3,2.4,0.505,0.5,0.391,0.562,0.7,0.678,2.1,0.5,1.0,0.4,0.6,6.1
345,mcadoja01,2016,PF,24,GSW,52,8.8,1.2,0.53,0.0,0.25,0.538,0.4,0.5,1.8,0.3,0.3,0.6,0.4,2.8
346,mccawpa01,2016,SG,21,GSW,71,15.1,1.5,0.433,0.6,0.333,0.516,0.4,0.784,1.4,1.1,0.5,0.2,0.5,4.0
347,mccolcj01,2016,SG,25,POR,80,35.0,8.7,0.48,2.3,0.421,0.544,3.4,0.912,3.6,3.6,0.9,0.5,2.2,23.0
348,mccontj01,2016,PG,24,PHI,81,26.3,2.9,0.461,0.1,0.2,0.472,0.9,0.811,3.1,6.6,1.7,0.1,2.0,6.9
349,mcculch01,2016,PF,21,TOT,16,5.0,1.0,0.5,0.1,0.143,0.516,0.2,0.6,1.2,0.1,0.1,0.1,0.2,2.3
352,mcdankj01,2016,SF,23,TOT,49,10.3,1.6,0.456,0.4,0.303,0.515,0.7,0.842,1.7,0.3,0.4,0.4,0.6,4.2
355,mcderdo01,2016,SF,25,TOT,66,22.8,3.4,0.447,1.2,0.37,0.524,1.1,0.845,2.7,0.9,0.2,0.1,0.6,9.0
358,mcgeeja01,2016,C,29,GSW,77,9.6,2.7,0.652,0.0,0.0,0.652,0.7,0.505,3.2,0.2,0.2,0.9,0.5,6.1
359,mcgruro01,2016,SG,25,MIA,78,25.2,2.4,0.413,0.9,0.332,0.492,0.6,0.62,3.3,1.6,0.6,0.2,0.7,6.4
360,mclembe01,2016,SG,23,SAC,61,19.3,3.0,0.43,1.1,0.382,0.507,1.1,0.753,2.1,0.8,0.5,0.1,1.0,8.1
361,mcraejo01,2016,SG,25,CLE,37,10.4,1.6,0.387,0.5,0.353,0.447,0.7,0.794,1.1,0.5,0.2,0.2,0.4,4.4
362,mcrobjo01,2016,PF,29,MIA,22,17.3,2.0,0.373,0.6,0.419,0.428,0.3,0.667,3.4,2.3,0.5,0.2,1.0,4.9
363,meeksjo01,2016,SG,29,ORL,36,20.5,2.9,0.402,1.6,0.409,0.512,1.8,0.878,2.1,1.3,0.9,0.1,1.0,9.1
364,mejrisa01,2016,C,30,DAL,73,12.4,1.2,0.642,0.0,0.333,0.646,0.5,0.59,4.2,0.2,0.4,0.8,0.5,2.9
365,mickejo01,2016,PF,22,BOS,25,5.6,0.6,0.441,0.0,0.0,0.441,0.3,0.571,1.4,0.3,0.1,0.2,0.4,1.5
366,middlkh01,2016,SF,25,MIL,29,30.7,5.2,0.45,1.6,0.433,0.518,2.8,0.88,4.2,3.4,1.4,0.2,2.2,14.7
367,milescj01,2016,SF,29,IND,76,23.4,3.7,0.434,2.2,0.413,0.565,1.1,0.903,3.0,0.6,0.6,0.3,0.5,10.7
368,millemi01,2016,SF,36,DEN,20,7.6,0.5,0.391,0.4,0.4,0.565,0.1,1.0,1.9,1.1,0.1,0.0,0.7,1.4
369,millspa02,2016,PG,28,SAS,80,21.9,3.4,0.44,1.8,0.414,0.558,0.8,0.825,1.8,3.5,0.8,0.0,1.3,9.5
370,millsel01,2016,SG,29,PHO,2,11.5,0.5,0.143,0.0,0.0,0.143,0.5,0.5,3.0,0.5,0.0,0.0,1.0,1.5
371,millspa01,2016,PF,31,ATL,69,34.0,6.2,0.442,1.1,0.311,0.481,4.5,0.768,7.7,3.7,1.3,0.9,2.3,18.1
372,mirotni01,2016,PF,25,CHI,70,24.0,3.7,0.413,1.8,0.342,0.516,1.4,0.773,5.5,1.1,0.8,0.8,1.1,10.6
373,monrogr01,2016,C,26,MIL,81,22.5,4.8,0.533,0.0,0.0,0.533,2.2,0.741,6.6,2.3,1.1,0.5,1.7,11.7
374,mooreet01,2016,SG,27,NOP,73,24.9,3.9,0.457,1.1,0.37,0.519,0.8,0.77,2.1,2.2,0.7,0.4,0.8,9.6
375,morrima03,2016,SF,27,DET,79,32.5,5.3,0.418,1.5,0.331,0.477,1.8,0.784,4.6,2.0,0.7,0.3,1.1,14.0
376,morrima02,2016,PF,27,WAS,76,31.2,5.3,0.457,0.9,0.362,0.497,2.4,0.837,6.5,1.7,1.1,0.6,1.7,14.0
377,morroan01,2016,SG,31,TOT,49,14.6,2.0,0.389,0.8,0.308,0.47,0.7,0.919,0.6,0.5,0.5,0.0,0.1,5.5
380,motiedo01,2016,PF,26,NOP,34,14.1,1.7,0.413,0.3,0.234,0.453,0.7,0.51,3.0,0.9,0.5,0.3,0.9,4.4
381,mozgoti01,2016,C,30,LAL,54,20.4,3.1,0.515,0.0,0.0,0.515,1.2,0.808,4.9,0.8,0.3,0.6,1.3,7.4
382,mudiaem01,2016,PG,20,DEN,55,25.6,3.8,0.377,1.0,0.315,0.428,2.4,0.784,3.2,3.9,0.7,0.2,2.2,11.0
383,muhamsh01,2016,SF,24,MIN,78,19.4,3.7,0.482,0.6,0.338,0.523,1.9,0.774,2.8,0.4,0.3,0.1,0.7,9.9
384,murrade01,2016,PG,20,SAS,38,8.5,1.3,0.431,0.2,0.391,0.47,0.6,0.7,1.1,1.3,0.2,0.2,1.0,3.4
385,murraja01,2016,SG,19,DEN,82,21.5,3.6,0.404,1.4,0.334,0.483,1.3,0.883,2.6,2.1,0.6,0.3,1.4,9.9
386,muscami01,2016,C,25,ATL,70,17.7,2.4,0.504,0.7,0.418,0.573,0.7,0.766,3.4,1.4,0.4,0.6,0.8,6.2
387,nancela02,2016,PF,24,LAL,63,22.9,3.0,0.526,0.2,0.278,0.54,0.9,0.738,5.9,1.5,1.3,0.6,0.9,7.1
388,napiesh01,2016,PG,25,POR,53,9.7,1.4,0.399,0.6,0.37,0.492,0.7,0.776,1.2,1.3,0.6,0.0,0.8,4.1
389,ndourma01,2016,PF,24,NYK,32,10.3,1.2,0.453,0.0,0.143,0.459,0.6,0.731,2.0,0.3,0.5,0.3,0.4,3.1
390,nealga01,2016,SG,32,ATL,2,9.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.5,0.0,0.0,0.0,2.0
391,nelsoja01,2016,PG,34,DEN,75,27.3,3.6,0.444,1.4,0.388,0.531,0.6,0.714,2.6,5.1,0.7,0.1,1.7,9.2
392,netora01,2016,PG,24,UTA,40,8.7,1.0,0.451,0.3,0.323,0.505,0.2,0.889,0.8,0.9,0.5,0.1,0.4,2.5
393,niangge01,2016,PF,23,IND,23,4.0,0.4,0.25,0.0,0.083,0.264,0.1,1.0,0.7,0.2,0.1,0.0,0.2,0.9
394,nichoan01,2016,PF,27,TOT,38,9.0,1.1,0.387,0.1,0.185,0.41,0.2,0.643,1.6,0.3,0.4,0.2,0.4,2.6
397,noahjo01,2016,C,31,NYK,46,22.1,2.2,0.49,0.0,0.0,0.49,0.7,0.436,8.8,2.2,0.7,0.8,1.3,5.0
398,noelne01,2016,C,22,TOT,51,20.5,3.6,0.595,0.0,0.0,0.595,1.5,0.694,5.8,1.0,1.3,1.0,1.0,8.7
401,noguelu01,2016,C,24,TOR,57,19.1,1.8,0.66,0.1,0.25,0.67,0.8,0.657,4.3,0.7,0.9,1.6,0.8,4.4
402,novakst01,2016,PF,33,MIL,8,2.8,0.3,0.286,0.1,0.167,0.357,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.6
403,nowitdi01,2016,PF,38,DAL,54,26.4,5.5,0.437,1.5,0.378,0.495,1.8,0.875,6.5,1.5,0.6,0.7,0.9,14.2
404,nurkiju01,2016,C,22,TOT,65,21.4,4.2,0.507,0.0,0.0,0.507,1.8,0.571,7.2,1.9,0.8,1.1,2.2,10.2
407,nwabada01,2016,SG,24,LAL,20,19.9,2.4,0.58,0.1,0.2,0.586,1.3,0.641,3.2,0.7,0.7,0.4,0.6,6.0
408,obryajo01,2016,PF,23,TOT,11,7.3,1.4,0.5,0.3,0.5,0.55,0.5,0.833,1.7,0.5,0.0,0.1,0.5,3.5
411,oquinky01,2016,C,26,NYK,79,15.6,2.7,0.521,0.0,0.118,0.523,0.8,0.771,5.6,1.5,0.5,1.3,1.0,6.3
412,ochefda01,2016,C,23,WAS,19,3.9,0.6,0.444,0.0,0.0,0.444,0.0,0.0,1.2,0.2,0.1,0.0,0.2,1.3
413,okafoja01,2016,C,21,PHI,50,22.7,4.8,0.514,0.0,0.0,0.514,2.1,0.671,4.8,1.2,0.4,1.0,1.8,11.8
414,oladivi01,2016,SG,24,OKC,67,33.2,6.1,0.442,1.9,0.361,0.51,1.7,0.753,4.3,2.6,1.2,0.3,1.8,15.9
415,olynyke01,2016,C,25,BOS,75,20.5,3.5,0.512,0.9,0.354,0.579,1.2,0.732,4.8,2.0,0.6,0.4,1.3,9.0
416,onuakar01,2016,C,29,ORL,8,3.5,0.3,0.5,0.0,0.0,0.5,0.0,0.0,0.8,0.3,0.0,0.1,0.3,0.5
417,onuakch01,2016,C,20,HOU,5,10.4,1.0,0.714,0.0,0.0,0.714,0.8,1.0,2.0,0.6,0.6,0.2,0.8,2.8
418,oubreke01,2016,SF,21,WAS,79,20.3,2.4,0.421,0.7,0.287,0.482,0.9,0.758,3.3,0.6,0.7,0.2,0.6,6.3
419,pachuza01,2016,C,32,GSW,70,18.1,2.3,0.534,0.0,0.0,0.534,1.4,0.778,5.9,1.9,0.8,0.5,1.2,6.1
420,papagge01,2016,C,19,SAC,22,16.1,2.5,0.549,0.0,0.0,0.549,0.5,0.857,3.9,0.9,0.1,0.8,1.1,5.6
421,parkeja01,2016,PF,21,MIL,51,33.9,7.8,0.49,1.3,0.365,0.53,3.2,0.743,6.2,2.8,1.0,0.4,1.8,20.1
422,parketo01,2016,PG,34,SAS,63,25.2,4.2,0.466,0.4,0.333,0.486,1.3,0.726,1.8,4.5,0.5,0.0,1.4,10.1
423,parsoch01,2016,SF,28,MEM,34,19.9,2.2,0.338,0.7,0.269,0.394,1.0,0.814,2.5,1.6,0.6,0.1,0.7,6.2
424,pattela01,2016,SG,25,ATL,5,8.0,0.6,0.2,0.2,0.167,0.233,0.4,0.667,1.4,1.2,0.2,0.0,0.8,1.8
425,pattepa01,2016,PF,27,TOR,65,24.6,2.4,0.401,1.4,0.372,0.523,0.7,0.717,4.5,1.2,0.6,0.4,0.6,6.8
426,paulch01,2016,PG,31,LAC,61,31.5,6.1,0.476,2.0,0.411,0.555,3.8,0.892,5.0,9.2,2.0,0.1,2.4,18.1
427,paynead01,2016,PF,25,MIN,18,7.5,1.3,0.426,0.2,0.2,0.454,0.8,0.737,1.8,0.4,0.4,0.4,0.4,3.5
428,payneca01,2016,PG,22,TOT,31,14.9,2.1,0.332,0.9,0.314,0.402,0.2,0.625,1.5,1.8,0.5,0.1,0.9,5.2
431,paytoel01,2016,PG,22,ORL,82,29.4,5.2,0.471,0.5,0.274,0.493,1.8,0.692,4.7,6.5,1.1,0.5,2.2,12.8
432,paytoga02,2016,PG,24,MIL,6,16.5,1.3,0.364,0.2,0.111,0.386,0.5,0.6,2.0,2.2,0.5,0.7,1.7,3.3
433,piercpa01,2016,SF,39,LAC,25,11.1,1.1,0.4,0.6,0.349,0.507,0.4,0.769,1.9,0.4,0.2,0.2,0.6,3.2
434,plumlma02,2016,C,24,NYK,21,8.1,0.8,0.533,0.0,0.0,0.533,0.4,0.421,2.4,0.5,0.2,0.2,0.6,1.9
435,plumlma01,2016,C,26,TOT,81,26.5,4.1,0.536,0.0,0.0,0.536,2.1,0.58,7.5,3.5,0.9,1.1,1.7,10.4
438,plumlmi01,2016,C,28,TOT,45,10.8,1.0,0.478,0.0,0.0,0.478,0.6,0.641,2.1,0.5,0.4,0.3,0.7,2.5
441,poeltja01,2016,C,21,TOR,54,11.6,1.2,0.583,0.0,0.0,0.583,0.6,0.544,3.1,0.2,0.3,0.4,0.5,3.1
442,porteot01,2016,SF,23,WAS,80,32.6,5.2,0.516,1.9,0.434,0.608,1.2,0.832,6.4,1.5,1.5,0.5,0.6,13.4
443,portibo01,2016,PF,21,CHI,64,15.6,2.9,0.488,0.5,0.333,0.531,0.6,0.661,4.6,0.5,0.3,0.2,0.6,6.8
444,porzikr01,2016,PF,21,NYK,66,32.8,6.7,0.45,1.7,0.357,0.507,3.0,0.786,7.2,1.5,0.7,2.0,1.8,18.1
445,poweldw01,2016,C,25,DAL,77,17.3,2.5,0.515,0.3,0.284,0.542,1.4,0.759,4.0,0.6,0.8,0.5,0.4,6.7
446,powelno01,2016,SG,23,TOR,76,18.0,3.0,0.449,0.7,0.324,0.504,1.7,0.792,2.2,1.1,0.7,0.2,0.9,8.4
447,poythal01,2016,PF,23,PHI,6,26.2,4.2,0.463,1.0,0.316,0.519,1.3,0.8,4.8,0.8,0.5,0.3,0.5,10.7
448,pricero01,2016,PG,33,PHO,14,9.6,0.3,0.167,0.2,0.176,0.229,0.2,0.75,0.8,1.3,0.8,0.1,0.2,1.0
449,quartti01,2016,SG,22,POR,16,5.0,0.8,0.448,0.3,0.385,0.534,0.0,0.0,0.9,0.7,0.1,0.2,0.7,1.9
450,randlch01,2016,PG,23,TOT,26,11.5,1.5,0.408,0.6,0.34,0.49,1.6,0.953,1.2,1.3,0.3,0.1,0.7,5.3
453,randlju01,2016,PF,22,LAL,74,28.8,5.1,0.488,0.2,0.27,0.499,2.8,0.723,8.6,3.6,0.7,0.5,2.3,13.2
454,randoza01,2016,PF,35,MEM,73,24.5,5.9,0.449,0.3,0.223,0.46,1.9,0.731,8.2,1.7,0.5,0.1,1.4,14.1
455,redicjj01,2016,SG,32,LAC,78,28.2,5.1,0.445,2.6,0.429,0.558,2.3,0.891,2.2,1.4,0.7,0.2,1.3,15.0
456,reedwi02,2016,C,26,MIA,71,14.5,2.3,0.568,0.0,0.25,0.57,0.7,0.557,4.7,0.4,0.3,0.7,0.4,5.3
457,richajo01,2016,SG,23,MIA,53,30.5,3.8,0.394,1.4,0.33,0.467,1.1,0.779,3.2,2.6,1.1,0.7,1.2,10.2
458,richama01,2016,SG,21,SAC,22,9.0,1.3,0.412,0.4,0.286,0.471,0.7,0.789,1.0,0.5,0.2,0.0,0.4,3.6
459,riverau01,2016,SG,24,LAC,74,27.8,4.4,0.442,1.5,0.371,0.518,1.8,0.691,2.2,2.8,0.6,0.1,1.6,12.0
460,roberan03,2016,SF,25,OKC,79,30.1,2.7,0.464,0.6,0.245,0.513,0.6,0.423,5.1,1.0,1.2,1.0,0.6,6.6
461,roberbr01,2016,PG,31,CHO,41,10.1,1.1,0.377,0.4,0.386,0.447,0.8,0.846,1.0,1.3,0.2,0.0,0.6,3.5
462,robingl02,2016,SF,23,IND,69,20.7,2.3,0.467,0.7,0.392,0.54,0.8,0.711,3.6,0.7,0.6,0.3,0.5,6.1
463,robinth01,2016,PF,25,LAL,48,11.7,2.2,0.536,0.0,0.0,0.536,0.6,0.47,4.6,0.6,0.5,0.2,1.0,5.0
464,rodrise01,2016,PG,30,PHI,68,22.3,3.1,0.392,1.4,0.365,0.478,0.3,0.667,2.3,5.1,0.7,0.1,1.9,7.8
465,rondora01,2016,PG,30,CHI,69,26.7,3.3,0.408,0.7,0.376,0.453,0.4,0.6,5.1,6.7,1.4,0.2,2.4,7.8
466,rosede01,2016,PG,28,NYK,64,32.5,7.2,0.471,0.2,0.217,0.477,3.5,0.874,3.8,4.4,0.7,0.3,2.3,18.0
467,rosste01,2016,SF,25,TOT,78,25.1,4.2,0.437,1.8,0.363,0.532,0.8,0.831,2.6,1.1,1.1,0.4,0.9,11.0
470,roziete01,2016,PG,22,BOS,74,17.1,2.0,0.367,0.8,0.318,0.437,0.7,0.773,3.1,1.8,0.6,0.1,0.6,5.5
471,rubiori01,2016,PG,26,MIN,75,32.9,3.5,0.402,0.8,0.306,0.448,3.4,0.891,4.1,9.1,1.7,0.1,2.6,11.1
472,rudezda01,2016,SF,30,ORL,45,7.0,0.7,0.352,0.4,0.313,0.466,0.0,0.0,0.6,0.4,0.3,0.0,0.2,1.8
473,rushbr01,2016,SG,31,MIN,47,21.9,1.5,0.374,0.9,0.386,0.492,0.3,0.722,2.1,1.0,0.5,0.5,0.6,4.2
474,russeda01,2016,PG,20,LAL,63,28.7,5.6,0.405,2.1,0.352,0.483,2.3,0.782,3.5,4.8,1.4,0.3,2.8,15.6
475,sabondo01,2016,PF,20,OKC,81,20.1,2.4,0.399,0.6,0.321,0.452,0.5,0.657,3.6,1.0,0.5,0.4,1.0,5.9
476,sandela01,2016,C,28,CLE,5,2.6,0.2,0.25,0.0,0.0,0.25,0.4,1.0,0.8,0.0,0.2,0.2,0.4,0.8
477,saricda01,2016,PF,22,PHI,81,26.3,4.7,0.411,1.3,0.311,0.468,2.1,0.782,6.3,2.2,0.7,0.4,2.3,12.8
478,satorto01,2016,SG,25,WAS,57,12.6,1.1,0.415,0.2,0.243,0.446,0.4,0.697,1.5,1.6,0.5,0.1,0.7,2.7
479,schrode01,2016,PG,23,ATL,79,31.5,6.9,0.451,1.3,0.34,0.493,2.8,0.855,3.1,6.3,0.9,0.2,3.3,17.9
480,scolalu01,2016,PF,36,BRK,36,12.8,2.0,0.47,0.5,0.34,0.526,0.7,0.676,3.9,1.0,0.4,0.1,0.9,5.1
481,scottmi01,2016,PF,28,ATL,18,10.8,0.9,0.288,0.2,0.148,0.322,0.4,0.875,2.1,0.9,0.2,0.2,0.4,2.5
