,player_id,playing_season,playing_position,playing_age,team_name,no_of_games_played,no_minutes_played,field_goals_made,field_goals_pctg,three_pointers_made,three_point_pctg,effective_field_goal_pctg,free_thows_made,free_throws_pctg,total_rebounds,no_of_assists,no_of_steals,no_of_blocks,no_of_turnovers,points
4172,gudurma01,2019,SG,24,MEM,44,11.0,1.4,0.395,0.6,0.301,0.475,0.5,0.923,1.7,1.0,0.3,0.2,0.8,3.9
4174,boldema01,2019,C,21,CLE,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
4177,chrisma01,2019,PF,22,GSW,59,20.3,3.6,0.545,0.1,0.205,0.556,2.0,0.769,6.2,1.9,0.7,1.1,1.3,9.3
4216,baglema01,2019,C,20,SAC,13,25.7,6.0,0.467,0.3,0.182,0.479,1.9,0.806,7.5,0.8,0.5,0.9,1.4,14.2
4228,willima02,2019,PF,33,TOT,58,19.5,2.1,0.446,1.0,0.359,0.551,0.8,0.86,3.2,1.0,0.6,0.5,0.6,5.9
4237,plumlma01,2019,C,29,DEN,61,17.3,2.9,0.615,0.0,0.0,0.615,1.4,0.535,5.2,2.5,0.5,0.6,1.3,7.2
4241,thybuma01,2019,SG,22,PHI,65,19.8,1.7,0.423,0.9,0.357,0.528,0.4,0.61,1.6,1.2,1.4,0.7,0.8,4.7
4260,moonema01,2019,SG,22,CLE,4,4.8,0.3,0.25,0.0,0.0,0.25,0.0,0.0,0.8,0.3,0.5,0.3,0.0,0.5
4262,thomama02,2019,SG,25,TOR,41,10.7,1.8,0.487,1.1,0.475,0.643,0.2,0.75,1.5,0.5,0.2,0.0,0.4,4.9
4268,dellama01,2019,PG,29,CLE,57,14.4,1.1,0.354,0.4,0.231,0.414,0.6,0.865,1.3,3.2,0.4,0.0,1.0,3.1
4289,harklma01,2019,PF-SF,26,TOT,62,23.0,2.3,0.502,0.5,0.347,0.562,0.6,0.591,3.9,1.1,0.9,0.5,0.9,5.8
4292,strusma01,2019,SF,23,CHI,2,3.0,1.0,0.667,0.0,0.0,0.667,0.5,1.0,0.5,0.0,0.0,0.0,0.0,2.5
4296,klebima01,2019,PF,28,DAL,74,25.5,3.2,0.461,1.6,0.373,0.577,1.1,0.849,5.2,1.2,0.3,1.1,0.8,9.1
4303,frazime01,2019,SG,23,ORL,19,6.6,0.8,0.441,0.4,0.5,0.559,0.1,0.5,0.5,0.2,0.5,0.1,0.3,2.1
4310,leoname01,2019,C,27,MIA,51,20.3,2.3,0.509,1.0,0.414,0.622,0.4,0.643,5.1,1.1,0.3,0.3,0.8,6.1
4318,kabenmf01,2019,C,22,LAC,12,5.3,1.2,0.438,0.8,0.45,0.578,0.4,1.0,0.9,0.2,0.2,0.2,0.2,3.5
4333,cartemi01,2019,SG,28,ORL,45,18.5,2.5,0.427,0.5,0.293,0.469,1.8,0.832,3.3,2.4,1.1,0.5,1.2,7.2
4339,frazimi01,2019,SG,25,HOU,13,11.2,0.5,0.241,0.3,0.174,0.31,0.7,0.643,0.8,0.2,0.2,0.0,0.4,2.1
4352,kiddgmi01,2019,PF,26,TOT,25,11.2,0.9,0.333,0.2,0.25,0.371,0.4,0.786,2.7,0.6,0.1,0.2,0.6,2.4
4354,portemi01,2019,SF,21,DEN,55,16.4,3.5,0.509,1.1,0.422,0.59,1.1,0.833,4.7,0.8,0.5,0.5,0.9,9.3
4368,bridgmi01,2019,SF,23,PHO,73,28.0,3.4,0.51,1.0,0.361,0.583,1.4,0.844,4.0,1.8,1.4,0.6,1.0,9.1
4383,conlemi01,2019,PG,32,UTA,47,29.0,4.9,0.409,2.0,0.375,0.494,2.4,0.827,3.2,4.4,0.8,0.1,2.0,14.4
4412,muscami01,2019,C,28,OKC,47,12.2,1.6,0.407,1.1,0.378,0.55,0.4,0.818,2.3,0.9,0.2,0.3,0.4,4.8
4422,scottmi01,2019,PF,31,PHI,68,17.8,2.2,0.426,1.2,0.369,0.54,0.4,0.811,3.6,0.8,0.3,0.1,0.4,6.0
4429,bridgmi02,2019,SF,21,CHO,65,30.7,4.9,0.424,1.5,0.33,0.489,1.6,0.809,5.6,1.8,0.6,0.7,1.5,13.0
4458,robinmi01,2019,C,21,NYK,61,23.1,4.1,0.742,0.0,0.0,0.742,1.4,0.568,7.0,0.6,0.9,2.0,0.6,9.7
4460,onimi01,2019,SF,22,UTA,10,10.9,1.2,0.375,0.7,0.368,0.484,0.4,0.8,1.7,0.4,0.4,0.2,0.4,3.5
4463,bambamo01,2019,C,21,ORL,62,14.2,2.1,0.462,0.6,0.346,0.526,0.5,0.674,4.9,0.7,0.4,1.4,0.7,5.4
4484,morrimo01,2019,PG,24,DEN,73,22.4,3.6,0.459,0.9,0.378,0.517,1.0,0.843,1.9,3.5,0.8,0.2,0.7,9.0
4489,harremo01,2019,C,26,LAC,63,27.8,7.5,0.58,0.0,0.0,0.58,3.7,0.658,7.1,1.7,0.6,1.1,1.7,18.6
4492,wagnemo01,2019,C,22,WAS,45,18.6,3.2,0.545,0.6,0.313,0.592,1.7,0.821,4.9,1.2,0.6,0.4,1.5,8.7
4496,brownmo01,2019,C,20,POR,9,3.7,0.4,0.4,0.0,0.0,0.4,0.3,0.375,1.6,0.1,0.1,0.1,0.3,1.2
4500,muldemy01,2019,SF,25,GSW,7,29.1,3.7,0.388,2.3,0.308,0.507,1.3,0.75,3.3,1.1,0.3,0.1,0.7,11.0
4507,turnemy01,2019,C,23,IND,62,29.5,4.3,0.457,1.4,0.344,0.53,2.0,0.751,6.6,1.2,0.7,2.1,1.4,12.1
4513,littlna01,2019,PF,19,POR,48,11.9,1.4,0.43,0.3,0.237,0.477,0.6,0.636,2.3,0.5,0.3,0.3,0.3,3.6
4529,mitrona01,2019,SG,26,IND,5,9.4,1.2,0.353,0.4,0.167,0.412,0.0,0.0,1.4,1.6,0.2,0.2,0.6,2.8
4533,reidna01,2019,C,20,MIN,30,16.5,3.3,0.412,1.1,0.33,0.477,1.2,0.698,4.1,1.2,0.6,0.7,0.7,9.0
4545,bjeline01,2019,PF,31,SAC,72,27.9,4.4,0.481,1.9,0.419,0.583,1.0,0.821,6.4,2.8,0.9,0.6,1.4,11.5
4564,noelne01,2019,C,25,OKC,61,18.5,3.0,0.684,0.0,0.333,0.686,1.3,0.755,4.9,0.9,1.0,1.5,1.1,7.4
4589,alexani01,2019,SG,21,NOP,47,12.6,2.1,0.368,1.0,0.346,0.455,0.5,0.676,1.8,1.9,0.4,0.2,1.1,5.7
4594,batumni01,2019,SF,31,CHO,22,23.0,1.3,0.346,0.6,0.286,0.432,0.4,0.9,4.5,3.0,0.8,0.4,1.0,3.6
4603,claxtni01,2019,C,20,BRK,15,12.5,1.8,0.563,0.1,0.143,0.573,0.7,0.524,2.9,1.1,0.1,0.5,0.6,4.4
4606,mellini01,2019,C,29,NOP,60,17.4,2.3,0.421,1.2,0.335,0.528,0.9,0.74,3.0,1.4,0.6,0.4,0.8,6.6
4612,willini01,2019,PG,25,UTA,10,5.0,0.5,0.313,0.2,0.286,0.375,0.2,1.0,0.6,0.6,0.3,0.1,0.3,1.4
4625,jokicni01,2019,C,24,DEN,73,32.0,7.7,0.528,1.1,0.314,0.565,3.4,0.817,9.7,7.0,1.2,0.6,3.1,19.9
4646,vucevni01,2019,C,29,ORL,62,32.2,8.0,0.477,1.6,0.339,0.525,2.1,0.784,10.9,3.6,0.9,0.8,1.4,19.6
4659,vonleno01,2019,C,24,TOT,36,10.5,1.4,0.565,0.1,0.2,0.582,0.7,0.781,3.4,0.8,0.3,0.2,0.6,3.7
4666,powelno01,2019,SG,26,TOR,52,28.4,5.7,0.495,2.1,0.399,0.586,2.5,0.843,3.7,1.8,1.2,0.4,1.5,16.0
4675,pelleno01,2019,C,26,PHI,24,9.7,1.0,0.521,0.0,0.0,0.521,0.3,0.5,3.0,0.3,0.1,1.3,0.8,2.4
4684,anunoog01,2019,SF,22,TOR,69,29.9,4.1,0.505,1.3,0.39,0.584,1.0,0.706,5.3,1.6,1.4,0.7,1.1,10.6
4693,spellom01,2019,C,22,GSW,49,18.1,2.6,0.431,0.9,0.391,0.503,1.5,0.793,4.5,1.0,0.7,0.5,1.1,7.6
4720,brissos01,2019,SF,21,TOR,19,7.1,0.7,0.361,0.2,0.2,0.403,0.4,0.8,1.4,0.4,0.2,0.1,0.4,1.9
4729,porteot01,2019,SF,26,CHI,14,23.6,4.4,0.443,1.7,0.387,0.529,1.4,0.704,3.4,1.8,1.1,0.4,0.8,11.9
4740,tuckepj01,2019,PF,34,HOU,72,34.3,2.5,0.415,1.5,0.358,0.541,0.5,0.813,6.6,1.6,1.1,0.5,1.0,6.9
4748,washipj01,2019,PF,21,CHO,58,30.3,4.6,0.455,1.5,0.374,0.528,1.5,0.647,5.4,2.1,0.9,0.8,1.6,12.2
4759,siakapa01,2019,PF,25,TOR,60,35.2,8.3,0.453,2.2,0.359,0.512,4.0,0.792,7.3,3.5,1.0,0.9,2.5,22.9
4762,connapa01,2019,SG,27,MIL,67,18.6,2.0,0.455,0.8,0.331,0.547,0.5,0.775,4.2,1.6,0.4,0.5,0.8,5.4
4773,beverpa01,2019,PG,31,LAC,51,26.3,2.9,0.431,1.6,0.388,0.548,0.6,0.66,5.2,3.6,1.1,0.5,1.3,7.9
4781,mccawpa01,2019,SF,24,TOR,37,24.5,1.8,0.414,0.6,0.324,0.485,0.4,0.722,2.3,2.1,1.1,0.1,0.8,4.6
4787,pattepa01,2019,PF,30,LAC,59,13.2,1.6,0.408,1.1,0.39,0.552,0.6,0.814,2.6,0.7,0.1,0.1,0.4,4.9
4806,millspa02,2019,PG,31,SAS,66,22.5,3.9,0.431,2.3,0.382,0.56,1.5,0.866,1.6,1.8,0.8,0.1,0.8,11.6
4824,georgpa01,2019,SG,29,LAC,48,29.6,7.1,0.439,3.3,0.412,0.539,4.0,0.876,5.7,3.9,1.4,0.4,2.6,21.5
4833,millspa01,2019,PF,34,DEN,51,24.3,4.1,0.482,1.1,0.435,0.543,2.3,0.816,5.7,1.6,0.9,0.6,1.4,11.6
4848,watsopa01,2019,SF,25,TOT,10,8.7,1.0,0.385,0.4,0.333,0.462,0.7,0.778,1.7,0.8,0.4,0.1,0.3,3.1
4866,doziepj01,2019,SG,23,DEN,29,14.2,2.2,0.414,0.6,0.347,0.468,0.7,0.724,1.9,2.2,0.5,0.2,0.9,5.8
4900,cookqu01,2019,PG,26,LAL,44,11.5,2.1,0.425,0.7,0.365,0.498,0.3,0.786,1.2,1.1,0.3,0.0,0.8,5.1
4904,weathqu01,2019,SG,23,SAS,11,7.1,0.5,0.294,0.1,0.2,0.324,0.1,0.5,0.6,1.0,0.3,0.1,0.5,1.1
4920,rondora01,2019,PG,33,LAL,48,20.5,2.9,0.418,0.9,0.328,0.48,0.6,0.659,3.0,5.0,0.8,0.0,1.9,7.1
4964,netora01,2019,PG,27,PHI,54,12.4,1.9,0.455,0.6,0.386,0.532,0.7,0.83,1.1,1.8,0.4,0.1,0.9,5.1
4979,tuckera01,2019,SG,22,UTA,20,8.1,1.0,0.465,0.2,0.176,0.5,1.0,0.826,1.0,0.3,0.1,0.1,0.4,3.1
4997,bullore01,2019,SG,28,NYK,29,23.6,3.1,0.402,1.3,0.333,0.484,0.6,0.81,2.3,1.4,0.9,0.1,0.7,8.1
5023,jacksre01,2019,SG-PG,29,TOT,31,24.0,4.3,0.411,1.8,0.393,0.498,1.5,0.833,3.0,4.1,0.4,0.2,1.6,11.9
5050,holmeri01,2019,C,26,SAC,44,28.2,5.1,0.648,0.0,0.0,0.648,2.1,0.788,8.1,1.0,0.9,1.3,1.2,12.3
5061,rubiori01,2019,PG,29,PHO,65,31.0,4.4,0.415,1.2,0.361,0.471,3.0,0.863,4.7,8.8,1.4,0.2,2.7,13.0
5065,barrerj01,2019,SG,19,NYK,56,30.4,5.2,0.402,1.1,0.32,0.445,2.8,0.614,5.0,2.6,1.0,0.3,2.2,14.3
5080,covinro01,2019,PF-C,29,TOT,70,30.5,4.4,0.422,2.3,0.335,0.533,1.4,0.798,6.6,1.3,1.6,1.3,1.5,12.4
5086,williro04,2019,C,22,BOS,29,13.4,2.2,0.727,0.0,0.0,0.727,0.8,0.647,4.4,0.9,0.8,1.2,0.7,5.2
5091,lopezro01,2019,C,31,MIL,66,14.5,2.2,0.492,0.5,0.333,0.55,0.4,0.528,2.4,0.7,0.2,0.7,1.0,5.4
5099,kurucro01,2019,PF,21,BRK,47,14.6,1.7,0.446,0.7,0.367,0.54,0.5,0.632,2.9,1.1,0.5,0.1,1.0,4.6
5107,hoodro01,2019,SF,27,POR,21,29.5,4.1,0.506,1.7,0.493,0.608,1.0,0.778,3.4,1.5,0.8,0.2,0.9,11.0
5114,mcgruro01,2019,SG,28,LAC,56,15.6,1.3,0.398,0.4,0.27,0.464,0.3,0.559,2.7,0.6,0.5,0.1,0.4,3.3
5133,langfro01,2019,SG,20,BOS,32,11.6,0.9,0.35,0.2,0.185,0.381,0.6,0.72,1.3,0.4,0.3,0.3,0.3,2.5
5144,holliro01,2019,PF,25,TOR,60,18.7,2.6,0.471,0.1,0.13,0.476,1.8,0.734,4.7,1.8,0.8,0.4,1.0,7.0
5181,onealro01,2019,SF,26,UTA,71,28.9,2.2,0.433,1.3,0.377,0.559,0.6,0.764,5.5,2.5,0.8,0.5,0.9,6.3
5194,gayru01,2019,PF,33,SAS,67,21.8,4.0,0.446,1.1,0.336,0.508,1.8,0.882,5.4,1.7,0.5,0.5,1.3,10.8
5205,goberru01,2019,C,27,UTA,68,34.3,5.7,0.693,0.0,0.0,0.693,3.7,0.63,13.5,1.5,0.8,2.0,1.9,15.1
5207,hachiru01,2019,PF,21,WAS,48,30.1,5.3,0.466,0.5,0.287,0.489,2.4,0.829,6.1,1.8,0.8,0.2,1.1,13.5
5212,westbru01,2019,PG,31,HOU,57,35.9,10.6,0.472,1.0,0.258,0.493,5.1,0.763,7.9,7.0,1.6,0.4,4.5,27.2
5224,anderry01,2019,C,31,HOU,2,7.0,1.0,0.286,0.5,0.2,0.357,0.0,0.0,3.5,1.0,0.5,0.0,0.5,2.5
5236,arcidry01,2019,PG,25,CHI,58,16.0,1.6,0.409,0.9,0.391,0.532,0.5,0.711,1.9,1.7,0.5,0.1,0.6,4.5
5239,broekry01,2019,SF,29,DAL,17,10.6,1.3,0.373,1.2,0.392,0.542,0.4,0.875,2.5,0.6,0.3,0.2,0.4,4.2
5308,doumbse01,2019,PF,19,DET,38,19.8,2.4,0.39,0.7,0.286,0.449,0.8,0.674,3.1,0.5,0.5,0.2,0.9,6.4
5313,ojelese01,2019,PF,25,BOS,69,14.7,1.2,0.408,0.7,0.378,0.531,0.4,0.875,2.1,0.5,0.3,0.1,0.3,3.4
5328,ibakase01,2019,C,30,TOR,55,27.0,6.2,0.512,1.3,0.385,0.564,1.6,0.718,8.2,1.4,0.5,0.8,2.0,15.4
5336,curryse01,2019,SG,29,DAL,64,24.6,4.4,0.495,2.3,0.452,0.621,1.3,0.825,2.3,1.9,0.6,0.1,1.0,12.4
5354,napiesh01,2019,PG,28,TOT,56,24.0,3.4,0.412,1.4,0.317,0.496,2.3,0.824,2.8,4.7,1.2,0.2,2.3,10.3
5359,gilgesh01,2019,SG,21,OKC,70,34.7,6.8,0.471,1.2,0.347,0.514,4.1,0.807,5.9,3.3,1.1,0.7,1.9,19.0
5362,miltosh01,2019,SG,23,PHI,40,20.1,3.4,0.484,1.5,0.43,0.588,1.3,0.785,2.2,2.6,0.5,0.2,1.2,9.4
5364,pondssh01,2019,PG,21,TOR,4,2.8,0.8,0.6,0.3,0.5,0.7,0.5,1.0,0.3,0.5,0.0,0.3,0.0,2.3
5384,harrish01,2019,SG,26,CHI,43,11.3,1.8,0.467,0.4,0.381,0.515,0.9,0.78,2.0,1.1,0.8,0.4,0.4,4.9
5437,thornsi01,2019,SF,25,NOP,2,17.5,3.0,0.545,1.0,0.5,0.636,1.0,0.5,2.0,2.0,0.5,0.5,1.0,8.0
5440,labissk01,2019,C,23,POR,33,17.2,2.5,0.551,0.1,0.231,0.561,0.8,0.758,5.1,1.3,0.2,0.9,0.9,5.8
5457,hillso01,2019,PF,28,TOT,59,18.4,1.9,0.396,1.1,0.368,0.509,0.7,0.741,2.8,1.8,0.7,0.2,0.9,5.5
5469,dinwisp01,2019,PG,26,BRK,64,31.2,6.6,0.415,1.9,0.308,0.476,5.4,0.778,3.5,6.8,0.6,0.3,2.7,20.6
5486,johnsst04,2019,PF,23,TOR,25,6.0,0.9,0.373,0.3,0.292,0.432,0.4,0.563,1.5,0.8,0.2,0.2,0.6,2.4
5489,kiddst01,2019,SG,27,UTA,4,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.3,0.0,0.0,0.5,0.0
5499,curryst01,2019,PG,31,GSW,5,27.8,6.6,0.402,2.4,0.245,0.476,5.2,1.0,5.2,6.6,1.0,0.4,3.2,20.8
5511,brownst02,2019,SF,24,MIL,52,14.8,1.8,0.371,0.8,0.324,0.457,0.6,0.8,3.5,1.0,0.6,0.1,0.8,5.1
5539,adamsst01,2019,C,26,OKC,63,26.7,4.5,0.592,0.0,0.333,0.593,1.9,0.582,9.3,2.3,0.8,1.1,1.5,10.9
5547,mykhasv01,2019,SF,22,DET,56,22.6,3.0,0.41,2.1,0.404,0.552,1.0,0.814,1.9,1.9,0.7,0.1,1.1,9.0
5555,leaftj01,2019,PF,22,IND,28,7.9,1.3,0.419,0.2,0.278,0.448,0.3,0.438,2.5,0.3,0.4,0.1,0.3,3.0
5557,mccontj01,2019,PG,27,IND,71,18.7,3.0,0.516,0.1,0.294,0.522,0.5,0.833,2.7,5.0,0.8,0.2,1.4,6.5
5562,warretj01,2019,SF,26,IND,67,32.9,8.0,0.536,1.4,0.403,0.581,2.5,0.819,4.2,1.5,1.2,0.5,1.3,19.8
5568,fallta01,2019,C,24,BOS,7,4.7,1.6,0.786,0.0,0.0,0.786,0.1,0.333,2.1,0.1,0.1,0.6,0.4,3.3
5579,gibsota01,2019,C,34,NYK,62,16.5,2.7,0.584,0.1,0.286,0.591,0.7,0.732,4.3,0.8,0.4,0.5,0.8,6.1
5583,hortota01,2019,SG,19,LAL,6,13.5,2.3,0.467,0.7,0.308,0.533,0.3,0.5,1.2,1.0,1.3,0.2,1.0,5.7
5590,owensta01,2019,PF,24,PHO,3,5.0,0.3,0.2,0.0,0.0,0.2,0.7,1.0,1.0,0.0,0.3,0.0,0.0,1.3
5595,princta02,2019,PF,25,BRK,64,29.0,4.3,0.376,2.3,0.339,0.475,1.1,0.798,6.0,1.8,0.9,0.4,2.0,12.1
5607,mannte01,2019,SF,23,LAC,41,8.8,0.9,0.468,0.2,0.35,0.513,0.4,0.667,1.3,1.3,0.3,0.1,0.4,2.4
5609,daviste02,2019,SG,22,TOR,72,16.8,2.8,0.456,1.3,0.388,0.564,0.7,0.864,3.3,1.6,0.5,0.2,1.1,7.5
5613,fergute01,2019,SF,21,OKC,56,22.4,1.4,0.355,0.9,0.292,0.466,0.3,0.75,1.3,0.9,0.5,0.3,0.6,3.9
5629,rosste01,2019,SG,28,ORL,69,27.4,4.9,0.403,2.6,0.351,0.508,2.3,0.853,3.2,1.2,1.1,0.3,1.0,14.7
5646,roziete01,2019,PG,25,CHO,63,34.3,6.3,0.423,2.7,0.407,0.514,2.6,0.874,4.4,4.1,1.0,0.2,2.2,18.0
5650,sefolth01,2019,PF,35,HOU,41,10.6,0.9,0.407,0.4,0.278,0.489,0.1,0.375,2.3,0.6,0.6,0.3,0.4,2.2
5659,youngth01,2019,PF,31,CHI,64,24.9,4.2,0.448,1.2,0.356,0.513,0.7,0.583,4.9,1.8,1.4,0.4,1.6,10.3
5670,antetth01,2019,SF,27,MIL,20,6.5,1.2,0.5,0.0,0.0,0.5,0.4,0.412,1.2,0.8,0.4,0.1,0.6,2.8
5673,pinsoth01,2019,SG,24,BRK,33,11.1,1.4,0.29,0.5,0.188,0.339,0.5,0.938,1.6,1.7,0.5,0.1,1.0,3.6
5678,bryanth01,2019,C,22,WAS,46,24.9,5.3,0.581,0.8,0.407,0.626,1.9,0.741,7.2,1.8,0.5,1.1,1.2,13.2
5690,makerth01,2019,C,22,DET,60,12.9,1.6,0.482,0.4,0.344,0.539,1.2,0.664,2.8,0.7,0.4,0.7,0.8,4.7
5707,fraziti01,2019,PG,29,DET,27,13.1,1.3,0.362,0.4,0.333,0.415,0.7,0.792,1.2,3.4,0.5,0.1,1.3,3.6
5719,hardati02,2019,SG,27,DAL,71,29.5,5.4,0.434,2.9,0.398,0.55,2.1,0.819,3.3,1.9,0.6,0.1,1.0,15.8
5740,luwawti01,2019,SF,24,BRK,47,18.1,2.5,0.435,1.3,0.388,0.55,1.5,0.852,2.7,0.6,0.4,0.1,0.8,7.8
5757,harrito02,2019,PF,27,PHI,72,34.3,7.7,0.471,1.8,0.367,0.527,2.4,0.806,6.9,3.2,0.7,0.6,1.4,19.6
5762,satorto01,2019,SG,28,CHI,65,28.9,3.6,0.43,1.0,0.322,0.488,1.6,0.876,3.9,5.4,1.2,0.1,2.0,9.9
5788,bradlto01,2019,C,22,UTA,58,11.4,2.2,0.667,0.1,1.0,0.675,0.5,0.652,4.6,0.4,0.2,0.6,0.5,4.9
5802,snellto01,2019,SF,28,DET,59,27.8,2.9,0.445,1.7,0.402,0.579,0.5,1.0,1.9,2.2,0.5,0.3,0.5,8.0
5816,craigto01,2019,SF,29,DEN,58,18.5,2.1,0.461,0.8,0.326,0.545,0.4,0.611,3.3,0.8,0.4,0.6,0.4,5.4
5825,youngtr01,2019,PG,21,ATL,60,35.3,9.1,0.437,3.4,0.361,0.519,8.0,0.86,4.3,9.3,1.1,0.1,4.8,29.6
5834,watertr01,2019,PG,22,BOS,11,10.8,1.3,0.286,0.4,0.167,0.327,0.7,1.0,1.1,1.5,0.9,0.2,1.4,3.6
5843,grahatr01,2019,SF,26,TOT,55,16.9,1.6,0.36,0.6,0.275,0.428,0.7,0.643,2.7,0.8,0.4,0.1,0.5,4.4
5857,arizatr01,2019,SF,34,TOT,53,28.2,2.7,0.438,1.5,0.372,0.557,1.2,0.838,4.6,1.7,1.3,0.3,1.1,8.0
5880,burketr01,2019,PG,27,TOT,33,15.8,2.8,0.45,1.0,0.427,0.526,0.7,0.793,1.5,2.5,0.5,0.1,0.6,7.4
5891,lylestr01,2019,PF,24,SAS,63,20.2,2.4,0.446,1.0,0.387,0.541,0.5,0.733,5.7,1.1,0.4,0.4,0.6,6.4
5903,thomptr01,2019,PF,28,CLE,57,30.2,5.1,0.512,0.2,0.391,0.52,1.7,0.615,10.1,2.1,0.6,0.9,1.8,12.0
5906,browntr01,2019,SF,20,WAS,69,25.8,4.0,0.439,0.9,0.341,0.488,1.6,0.784,5.6,2.6,1.2,0.1,1.1,10.4
5921,danietr01,2019,SG,28,TOT,47,11.3,1.5,0.387,1.0,0.348,0.511,0.2,0.625,1.1,0.4,0.2,0.1,0.3,4.3
5935,jeromty01,2019,SG,22,PHO,31,10.6,1.2,0.336,0.5,0.28,0.398,0.4,0.75,1.5,1.4,0.5,0.1,0.6,3.3
5949,cookty01,2019,PF-SF,22,TOT,13,4.2,0.6,0.667,0.0,0.0,0.667,0.5,0.875,1.1,0.1,0.2,0.0,0.2,1.8
5968,herroty01,2019,SG,20,MIA,55,27.4,4.9,0.428,2.1,0.389,0.52,1.6,0.87,4.1,2.2,0.6,0.2,1.6,13.5
5982,johnsty01,2019,PG-SG,27,TOT,39,18.2,2.5,0.388,1.0,0.319,0.464,1.1,0.84,1.9,1.9,0.4,0.2,0.7,7.0
5997,zellety01,2019,C,30,SAS,2,2.0,0.5,0.25,0.0,0.0,0.25,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
6011,wallaty01,2019,SG,25,ATL,14,11.4,1.0,0.318,0.1,0.067,0.33,0.8,0.647,1.6,0.9,0.5,0.1,0.7,2.9
6023,chandty01,2019,C,37,HOU,26,8.4,0.5,0.778,0.0,0.0,0.778,0.2,0.462,2.5,0.2,0.2,0.3,0.3,1.3
6033,jonesty01,2019,PG,23,MEM,65,19.0,3.0,0.459,0.7,0.379,0.514,0.7,0.741,1.6,4.4,0.9,0.1,0.8,7.4
6046,hasleud01,2019,C,39,MIA,4,11.0,1.0,0.364,0.3,0.333,0.409,0.8,0.75,4.0,0.3,0.0,0.0,0.3,3.0
6054,lawvi01,2019,PF,24,ORL,8,7.8,0.8,0.333,0.1,0.143,0.361,0.3,0.333,1.4,0.4,0.3,0.0,0.3,1.9
6061,oladivi01,2019,SG,27,IND,19,27.8,5.1,0.394,1.7,0.317,0.461,2.5,0.814,3.9,2.9,0.9,0.2,2.5,14.5
6067,cartevi01,2019,PF,43,ATL,60,14.6,1.8,0.352,1.0,0.302,0.452,0.4,0.793,2.1,0.8,0.4,0.4,0.6,5.0
6080,poirivi01,2019,C,26,BOS,22,5.9,0.8,0.472,0.0,0.5,0.486,0.3,0.857,2.0,0.4,0.1,0.4,0.4,1.9
6086,cancavl01,2019,PF,22,DEN,14,3.2,0.4,0.4,0.1,0.167,0.433,0.3,1.0,0.7,0.2,0.1,0.1,0.2,1.2
6106,ellinwa01,2019,SG,32,NYK,36,15.5,1.7,0.351,1.4,0.35,0.494,0.3,0.846,1.8,1.2,0.4,0.1,0.5,5.1
6118,cartewe01,2019,C,20,CHI,43,29.2,4.3,0.534,0.1,0.207,0.542,2.6,0.737,9.4,1.2,0.8,0.8,1.7,11.3
6124,gabriwe01,2019,PF,22,TOT,30,7.8,0.7,0.438,0.2,0.3,0.5,0.5,0.682,1.7,0.3,0.4,0.2,0.5,2.1
6128,iwundwe01,2019,SF,25,ORL,52,18.3,1.9,0.416,0.5,0.341,0.476,1.5,0.804,2.5,1.2,0.5,0.3,0.5,5.8
6144,matthwe02,2019,SG,33,MIL,67,24.4,2.5,0.396,1.6,0.364,0.524,0.8,0.765,2.5,1.4,0.6,0.1,0.6,7.4
6157,bartowi01,2019,SF,29,DEN,58,33.0,5.7,0.45,1.9,0.375,0.523,1.8,0.767,6.3,3.7,1.1,0.5,1.5,15.1
6170,howarwi01,2019,PF,26,HOU,2,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.0
6179,caulewi01,2019,C,26,TOT,54,20.3,3.2,0.579,0.0,0.0,0.579,0.7,0.606,5.8,1.3,0.9,1.1,0.7,7.2
6193,hernawi01,2019,C,25,CHO,31,12.1,2.4,0.532,0.2,0.227,0.55,1.2,0.627,4.3,0.9,0.3,0.2,1.0,6.1
6198,chandwi01,2019,PF,32,BRK,35,21.0,2.1,0.404,1.1,0.306,0.505,0.6,0.87,4.1,1.1,0.5,0.3,1.0,5.9
6229,ferreyo01,2019,PG,26,SAC,50,10.6,1.6,0.42,0.5,0.304,0.484,0.7,0.857,1.0,1.4,0.4,0.1,0.6,4.4
6233,watanyu01,2019,SF,25,MEM,18,5.8,0.8,0.441,0.2,0.375,0.485,0.2,0.375,1.1,0.3,0.3,0.1,0.1,2.0
6238,colliza01,2019,PF,22,POR,11,26.4,2.9,0.471,0.6,0.368,0.522,0.5,0.75,6.3,1.5,0.5,0.5,1.3,7.0
6242,lavinza01,2019,SG,24,CHI,60,34.8,9.0,0.45,3.1,0.38,0.526,4.5,0.802,4.8,4.2,1.5,0.5,3.4,25.5
6251,norveza01,2019,SG,22,TOT,5,8.2,0.6,0.25,0.6,0.375,0.375,0.2,1.0,1.2,0.6,0.4,0.0,0.6,2.0
6269,smithzh01,2019,SF,20,PHI,7,4.6,0.4,0.273,0.0,0.0,0.273,0.3,0.5,0.3,0.3,0.4,0.0,0.3,1.1
