,player_id,playing_season,playing_position,playing_age,team_name,no_of_games_played,no_minutes_played,field_goals_made,field_goals_pctg,three_pointers_made,three_point_pctg,effective_field_goal_pctg,free_thows_made,free_throws_pctg,total_rebounds,no_of_assists,no_of_steals,no_of_blocks,no_of_turnovers,points
114,carteje01,2018,PG,23,MEM,39,14.8,1.4,0.303,0.9,0.333,0.395,0.7,0.813,1.7,1.8,0.7,0.3,0.8,4.4
115,cartevi01,2018,PF,42,ATL,76,17.5,2.6,0.419,1.6,0.389,0.55,0.6,0.712,2.6,1.1,0.6,0.4,0.6,7.4
116,cartewe01,2018,C,19,CHI,44,25.2,4.1,0.485,0.1,0.188,0.493,2.0,0.795,7.0,1.8,0.6,1.3,1.5,10.3
117,cartemi01,2018,PG,27,TOT,28,13.3,1.6,0.374,0.4,0.263,0.415,1.1,0.604,2.5,2.5,0.7,0.5,0.7,4.8
120,carusal01,2018,PG,24,LAL,25,21.2,3.1,0.445,1.0,0.48,0.514,2.0,0.797,2.7,3.1,1.0,0.4,1.7,9.2
121,casspom01,2018,SF,30,MEM,36,14.4,2.4,0.534,0.4,0.349,0.581,1.1,0.672,3.2,0.7,0.6,0.3,0.6,6.3
122,caulewi01,2018,C,25,SAC,81,27.3,5.1,0.556,0.0,0.5,0.557,1.7,0.551,8.4,2.4,1.2,0.6,1.0,11.9
123,caupatr01,2018,PG,23,ORL,4,4.0,1.0,0.5,0.5,0.667,0.625,0.0,0.0,0.8,1.0,0.3,0.0,0.0,2.5
124,cavanty01,2018,PF,24,UTA,11,3.5,0.3,0.3,0.1,0.2,0.35,0.2,1.0,0.7,0.1,0.0,0.0,0.1,0.8
125,chandty01,2018,C,36,TOT,55,15.9,1.1,0.616,0.0,0.0,0.616,0.9,0.586,5.6,0.7,0.4,0.4,0.8,3.1
128,chandwi01,2018,PF-SF,31,TOT,51,23.1,2.2,0.418,1.2,0.373,0.526,0.4,0.72,4.2,1.6,0.5,0.4,0.9,6.0
131,chealjo01,2018,PG,23,CHO,1,8.0,1.0,0.333,0.0,0.0,0.333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
132,chiozch01,2018,PG,23,HOU,7,4.7,0.3,0.25,0.3,0.4,0.375,0.0,0.0,0.6,0.6,0.1,0.1,0.1,0.9
133,chrisma01,2018,PF,21,TOT,43,11.6,1.6,0.372,0.4,0.222,0.417,0.7,0.711,3.3,0.5,0.4,0.3,0.8,4.2
136,clarkga01,2018,PF,24,HOU,51,12.6,1.0,0.331,0.8,0.297,0.467,0.1,1.0,2.3,0.4,0.4,0.5,0.1,2.9
137,clarkia01,2018,SG,27,NOP,60,16.2,2.5,0.394,1.1,0.327,0.48,0.6,0.892,1.5,1.6,0.4,0.1,1.0,6.7
138,clarkjo01,2018,SG,26,CLE,81,27.3,6.5,0.448,1.8,0.324,0.509,2.0,0.844,3.3,2.4,0.7,0.2,1.7,16.8
139,collijo01,2018,PF,21,ATL,61,30.0,7.6,0.56,0.9,0.348,0.593,3.3,0.763,9.8,2.0,0.4,0.6,2.0,19.5
140,colliza01,2018,C,21,POR,77,17.6,2.5,0.473,0.5,0.331,0.523,1.2,0.746,4.2,0.9,0.3,0.9,1.0,6.6
141,collida01,2018,PG,31,IND,76,28.2,4.1,0.467,1.0,0.407,0.527,2.1,0.832,3.1,6.0,1.4,0.1,1.6,11.2
142,colsobo01,2018,SF,23,MIL,8,12.3,1.6,0.333,0.6,0.238,0.397,1.0,0.889,3.8,0.4,0.6,0.1,0.4,4.9
143,conlemi01,2018,PG,31,MEM,70,33.5,7.0,0.438,2.2,0.364,0.507,4.9,0.845,3.4,6.4,1.3,0.3,1.9,21.1
144,connapa01,2018,SG,26,MIL,61,20.7,2.7,0.466,1.1,0.33,0.56,0.5,0.725,4.2,2.0,0.5,0.4,0.5,6.9
145,cookqu01,2018,PG,25,GSW,74,14.3,2.8,0.465,1.1,0.405,0.557,0.3,0.769,2.1,1.6,0.3,0.0,0.7,6.9
146,couside01,2018,C,28,GSW,30,25.7,5.9,0.48,0.9,0.274,0.515,3.5,0.736,8.2,3.6,1.3,1.5,2.4,16.3
147,covinro01,2018,SF,28,TOT,35,34.4,4.5,0.431,2.4,0.378,0.548,1.9,0.764,5.5,1.3,2.1,1.3,1.3,13.3
150,crabbal01,2018,SG,26,BRK,43,26.3,3.2,0.367,2.3,0.378,0.499,1.0,0.732,3.4,1.1,0.5,0.3,1.1,9.6
151,craigto01,2018,SF,28,DEN,75,20.0,2.1,0.442,0.8,0.324,0.526,0.7,0.7,3.5,1.0,0.5,0.6,0.6,5.7
152,crawfja01,2018,SG,38,PHO,64,18.9,2.7,0.397,1.0,0.332,0.474,1.5,0.845,1.3,3.6,0.5,0.2,1.5,7.9
153,creekmi01,2018,SF,26,TOT,5,9.6,1.6,0.5,0.0,0.0,0.5,1.0,0.714,2.4,1.2,0.4,0.0,0.2,4.2
156,crowdja01,2018,SF,28,UTA,80,27.1,4.0,0.399,2.2,0.331,0.508,1.8,0.721,4.8,1.7,0.8,0.4,1.1,11.9
157,cunnida01,2018,PF,31,SAS,64,14.5,1.2,0.475,0.5,0.462,0.57,0.2,0.778,2.9,0.8,0.4,0.2,0.3,3.0
158,curryse01,2018,SG,28,POR,74,18.9,2.9,0.456,1.5,0.45,0.577,0.6,0.846,1.6,0.9,0.5,0.2,0.8,7.9
159,curryst01,2018,PG,30,GSW,69,33.8,9.2,0.472,5.1,0.437,0.604,3.8,0.916,5.3,5.2,1.3,0.4,2.8,27.3
160,danietr01,2018,SG,27,PHO,51,14.9,2.2,0.411,1.5,0.381,0.545,0.4,0.783,1.4,0.5,0.5,0.1,0.5,6.2
161,davisan02,2018,C,25,NOP,56,33.0,9.5,0.517,0.9,0.331,0.54,6.1,0.794,12.0,3.9,1.6,2.4,2.0,25.9
162,davisde01,2018,C,22,ATL,9,13.1,1.7,0.682,0.0,0.0,0.682,0.7,0.6,4.0,0.6,0.3,0.6,0.3,4.0
163,davised01,2018,C,29,BRK,81,17.9,2.3,0.616,0.0,0.0,0.616,1.2,0.617,8.6,0.8,0.4,0.4,0.8,5.8
164,davisty01,2018,C,21,OKC,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
165,dedmode01,2018,C,29,ATL,64,25.1,4.0,0.492,1.3,0.382,0.571,1.4,0.814,7.5,1.4,1.1,1.1,1.3,10.8
166,dekkesa01,2018,PF,24,TOT,47,16.8,2.6,0.469,0.4,0.306,0.506,0.6,0.609,3.1,1.0,0.8,0.1,0.5,6.1
169,delgaan01,2018,C,24,LAC,2,7.5,0.5,0.2,0.0,0.0,0.2,0.5,0.5,2.0,0.0,0.5,0.0,0.0,1.5
170,dellama01,2018,PG,28,TOT,48,16.9,2.0,0.405,0.9,0.338,0.496,0.9,0.808,1.6,3.8,0.3,0.0,1.4,5.9
173,denglu01,2018,SF,33,MIN,22,17.8,2.7,0.5,0.6,0.318,0.559,1.1,0.714,3.3,0.8,0.7,0.4,0.6,7.1
174,derozde01,2018,SG,29,SAS,77,34.9,8.2,0.481,0.1,0.156,0.483,4.8,0.83,6.0,6.2,1.1,0.5,2.6,21.2
175,derrima01,2018,PF,22,GSW,11,6.1,1.5,0.485,0.9,0.5,0.636,0.4,0.8,1.2,0.1,0.0,0.1,0.3,4.2
176,diallch01,2018,PF,22,NOP,64,14.0,2.6,0.62,0.0,0.25,0.622,0.8,0.746,5.2,0.5,0.5,0.5,0.8,6.0
177,diallha01,2018,SG,20,OKC,51,10.3,1.5,0.455,0.1,0.167,0.467,0.7,0.61,1.9,0.3,0.4,0.2,0.5,3.7
178,dienggo01,2018,C,29,MIN,76,13.6,2.5,0.501,0.3,0.339,0.527,1.2,0.83,4.1,0.9,0.6,0.5,0.8,6.4
179,dinwisp01,2018,PG,25,BRK,68,28.1,5.4,0.442,1.8,0.335,0.517,4.2,0.806,2.4,4.6,0.6,0.3,2.2,16.8
180,divindo01,2018,SG,22,MIL,27,15.2,1.9,0.403,0.8,0.265,0.492,0.3,0.75,2.4,1.1,0.5,0.2,0.7,4.9
181,doncilu01,2018,SG,19,DAL,72,32.2,7.0,0.427,2.3,0.327,0.497,4.8,0.713,7.8,6.0,1.1,0.3,3.4,21.2
182,dorsety01,2018,SG,22,TOT,48,14.5,2.2,0.405,0.9,0.333,0.489,0.8,0.623,2.4,1.2,0.3,0.0,0.6,6.2
185,dotsoda01,2018,SG,24,NYK,73,27.5,4.0,0.415,1.7,0.368,0.506,1.0,0.745,3.6,1.8,0.8,0.1,1.0,10.7
186,doziepj01,2018,SG,22,BOS,6,8.5,1.3,0.381,0.3,0.25,0.429,0.2,0.5,2.8,0.8,0.3,0.0,0.0,3.2
187,dragigo01,2018,PG,32,MIA,36,27.5,5.0,0.413,1.6,0.348,0.479,2.2,0.782,3.1,4.8,0.8,0.1,2.0,13.7
188,drumman01,2018,C,25,DET,79,33.5,7.1,0.533,0.1,0.132,0.536,3.1,0.59,15.6,1.4,1.7,1.7,2.2,17.3
189,dudleja01,2018,PF,33,BRK,59,20.7,1.7,0.423,0.9,0.351,0.533,0.5,0.696,2.6,1.4,0.6,0.3,0.7,4.9
190,dunnkr01,2018,PG,24,CHI,46,30.2,4.7,0.425,0.7,0.354,0.458,1.2,0.797,4.1,6.0,1.5,0.5,2.3,11.3
191,duranke01,2018,SF,30,GSW,78,34.6,9.2,0.521,1.8,0.353,0.571,5.7,0.885,6.4,5.9,0.7,1.1,2.9,26.0
192,duvaltr01,2018,PG,20,MIL,3,2.0,0.7,0.667,0.3,1.0,0.833,0.0,0.0,0.3,0.7,0.0,0.0,0.0,1.7
193,edwarvi01,2018,SF,22,HOU,2,8.0,0.5,0.25,0.5,0.25,0.375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5
194,ellenhe01,2018,PF,22,TOT,19,13.6,2.1,0.411,0.9,0.447,0.5,1.0,0.76,3.5,0.8,0.4,0.1,0.5,6.0
197,ellinwa01,2018,SG,31,TOT,53,24.5,3.5,0.403,2.6,0.371,0.554,0.7,0.796,2.0,1.4,1.0,0.1,0.8,10.3
200,embiijo01,2018,C,24,PHI,64,33.7,9.1,0.484,1.2,0.3,0.517,8.2,0.804,13.6,3.7,0.7,1.9,3.5,27.5
201,ennisja01,2018,SF,28,TOT,58,21.2,2.4,0.469,0.9,0.353,0.563,1.0,0.716,3.1,0.7,0.7,0.4,0.6,6.7
204,eubandr01,2018,PF,21,SAS,23,4.9,0.7,0.577,0.0,0.0,0.577,0.5,0.846,1.5,0.3,0.1,0.2,0.3,1.8
205,evansja02,2018,SG,21,GSW,30,6.8,0.6,0.34,0.1,0.267,0.377,0.0,0.0,0.8,0.8,0.2,0.1,0.4,1.3
206,evansja01,2018,PG,22,TOT,8,8.1,0.4,0.214,0.0,0.0,0.214,0.0,0.0,1.5,1.3,0.4,0.0,0.8,0.8
209,evansty01,2018,SG,29,IND,69,20.3,3.7,0.389,1.1,0.356,0.448,1.7,0.719,2.9,2.4,0.8,0.3,1.7,10.2
210,exumda01,2018,PG,23,UTA,42,15.8,2.4,0.419,0.4,0.29,0.456,1.6,0.791,1.6,2.6,0.3,0.1,1.2,6.9
211,farieke01,2018,C,29,TOT,37,19.7,4.2,0.589,0.2,0.32,0.604,1.7,0.646,6.8,0.5,0.5,0.6,0.9,10.4
214,favorde01,2018,C,27,UTA,76,23.2,4.8,0.586,0.2,0.218,0.6,2.0,0.675,7.4,1.2,0.7,1.4,1.1,11.8
215,feliccr01,2018,C,26,CHI,60,12.4,1.6,0.531,0.0,0.0,0.531,0.8,0.685,3.6,0.6,0.2,0.1,0.6,4.0
216,feltora01,2018,PG,34,OKC,33,11.5,1.7,0.407,0.6,0.328,0.481,0.4,0.923,1.0,1.6,0.3,0.2,0.4,4.3
217,fergute01,2018,SG,20,OKC,74,26.1,2.5,0.429,1.4,0.366,0.552,0.5,0.725,1.9,1.0,0.5,0.2,0.6,6.9
218,ferreyo01,2018,PG,25,SAC,71,15.0,2.2,0.435,0.8,0.362,0.511,0.8,0.896,1.5,1.9,0.5,0.1,0.6,5.9
219,finnedo01,2018,SF,25,DAL,81,24.5,2.8,0.432,1.0,0.311,0.507,0.9,0.709,4.8,1.2,0.9,0.4,0.9,7.5
220,forbebr01,2018,SG,25,SAS,82,28.0,4.4,0.456,2.1,0.426,0.568,0.8,0.885,2.9,2.1,0.5,0.0,1.0,11.8
221,fournev01,2018,SG,26,ORL,81,31.5,5.8,0.438,1.9,0.34,0.509,1.7,0.806,3.2,3.6,0.9,0.1,1.9,15.1
222,foxde01,2018,PG,21,SAC,81,31.4,6.2,0.458,1.1,0.371,0.497,3.7,0.727,3.8,7.3,1.6,0.6,2.8,17.3
223,frazime01,2018,SG,22,ORL,10,4.4,0.7,0.333,0.0,0.0,0.333,0.1,0.25,0.5,0.1,0.1,0.0,0.1,1.5
224,fraziti01,2018,PG,28,TOT,59,19.0,2.0,0.444,0.6,0.366,0.515,0.7,0.759,2.8,4.2,0.5,0.1,1.3,5.3
227,fredeji01,2018,SG,29,PHO,6,10.8,1.3,0.276,0.0,0.0,0.276,1.0,1.0,1.2,1.3,0.5,0.0,0.8,3.7
228,fryech01,2018,C,35,CLE,36,9.5,1.2,0.368,0.9,0.405,0.504,0.3,0.786,1.4,0.6,0.2,0.1,0.4,3.6
229,fultzma01,2018,SG,20,PHI,19,22.5,3.4,0.419,0.2,0.286,0.432,1.1,0.568,3.7,3.1,0.9,0.3,1.3,8.2
230,gallida01,2018,SF,30,LAC,68,30.3,6.0,0.463,2.4,0.433,0.554,5.4,0.904,6.1,2.6,0.7,0.3,1.5,19.8
