,player_id,playing_season,salary
0,adamsja01,2019,263356.0
1,adamsst01,2019,25842697.0
2,adebaba01,2019,3454080.0
3,aldrico01,2019,685340.0
4,aldrila01,2019,26000000.0
5,alexani01,2019,2964840.0
6,allengr01,2019,2429400.0
7,allenja01,2019,2376840.0
8,aminual01,2019,9258000.0
9,anderju01,2019,294432.0
10,anderky01,2019,9073050.0
11,anderry01,2019,5714583.0
12,antetgi01,2019,25842697.0
13,antetth01,2019,1445697.0
14,anthoca01,2019,2159029.0
15,anunoog01,2019,2281800.0
16,arcidry01,2019,3000000.0
17,arizatr01,2019,12200000.0
18,asikom01,2019,3000000.0
19,augusdj01,2019,7250000.0
20,aytonde01,2019,9562920.0
21,bacondw01,2019,1618520.0
22,baglema01,2019,8556120.0
23,balllo01,2019,8719320.0
24,bambamo01,2019,5697600.0
25,bareajo01,2019,2564753.0
26,barneha02,2019,24147727.0
27,barnema02,2019,2133541.0
28,barrerj01,2019,7839960.0
29,bartowi01,2019,12960000.0
30,bateske01,2019,1416852.0
31,batumni01,2019,25565217.0
32,baynear01,2019,5453280.0
33,bazemke01,2019,19269662.0
34,bazleda01,2019,2284800.0
35,bealbr01,2019,27093019.0
36,beaslma01,2019,2731714.0
37,belinma01,2019,5846154.0
38,belljo01,2019,1870564.0
39,bembrde01,2019,2603982.0
40,bendedr01,2019,1868556.0
41,bertada01,2019,7000000.0
42,beverpa01,2019,12345679.0
43,birchkh01,2019,3000000.0
44,bitadgo01,2019,2816760.0
45,biyombi01,2019,17000000.0
46,bjeline01,2019,6825000.0
47,bledser01,2019,15625000.0
48,bogdabo01,2019,8529386.0
49,bogdabo02,2019,17000000.0
50,boldejo01,2019,1780128.0
51,boldema01,2019,50752.0
52,bongais01,2019,1416852.0
53,bookede01,2019,27250000.0
54,bouchch01,2019,1588231.0
55,bowmaky01,2019,350189.0
56,bradlav01,2019,6767000.0
57,bradlto01,2019,1962360.0
58,brazdig01,2019,898310.0
59,breweco01,2019,289803.0
60,bridgmi01,2019,4161000.0
61,bridgmi02,2019,3755400.0
62,broekry01,2019,1443842.0
63,brogdma01,2019,20000000.0
64,brookdi01,2019,1618520.0
65,brownbr01,2019,1416852.0
66,brownja02,2019,6534829.0
67,brownst02,2019,1618520.0
68,browntr01,2019,3219480.0
69,brunsja01,2019,1416582.0
70,bryanth01,2019,7936508.0
71,bullore01,2019,4000000.0
72,burketr01,2019,2257814.0
73,burksal01,2019,2320044.0
74,burtode02,2019,1416852.0
75,butleji01,2019,32742000.0
76,cabocbr01,2019,1845301.0
77,caldwke01,2019,8089282.0
78,cancavl01,2019,1517981.0
79,capelca01,2019,16456522.0
80,carrode01,2019,7653754.0
81,carteje01,2019,1416852.0
82,cartemi01,2019,2028594.0
83,cartevi01,2019,2564753.0
84,cartewe01,2019,5201400.0
85,carusal01,2019,2750000.0
86,caulewi01,2019,2177483.0
87,chandty01,2019,2564753.0
88,chandwi01,2019,2564753.0
89,chealjo01,2019,163356.0
90,chrisma01,2019,1413272.0
91,clarkbr01,2019,2478840.0
92,clarkga01,2019,1427191.0
93,clarkjo01,2019,13437500.0
94,claxtni01,2019,898310.0
95,clemoch01,2019,568422.0
96,collijo01,2019,2686560.0
97,colliza01,2019,4240200.0
98,conlemi01,2019,32511623.0
99,connapa01,2019,1723050.0
100,cookqu01,2019,3000000.0
101,cookty01,2019,151504.0
102,couside01,2019,3500000.0
103,covinro01,2019,11301219.0
104,crabbal01,2019,17818456.0
105,craigto01,2019,2100000.0
106,crawfja01,2019,289803.0
