,player_id,playing_season,salary
0,hammoaj01,2016,0.0
1,brookaa01,2016,2700000.0
2,gordoaa01,2016,4351320.0
3,paynead01,2016,2022240.0
4,aminual01,2016,7680965.0
5,horfoal01,2016,26540100.0
6,jeffeal01,2016,10230179.0
7,anderal01,2016,1315448.0
8,willial03,2016,874636.0
9,burksal01,2016,9904495.0
10,abrinal01,2016,5994764.0
11,lenal01,2016,4823621.0
12,ajincal01,2016,4863206.0
13,crabbal01,2016,18500000.0
14,geeal01,2016,2255408.0
15,johnsam01,2016,12000000.0
16,varejan01,2016,10851659.0
17,drumman01,2016,22116750.0
18,iguodan01,2016,11131368.0
19,roberan03,2016,2183072.0
20,bogutan01,2016,11410378.0
21,harrian01,2016,945000.0
22,nichoan01,2016,6088993.0
23,wiggian01,2016,6006600.0
24,davisan02,2016,22116750.0
25,morroan01,2016,3488000.0
26,tollian01,2016,8000000.0
27,onuakar01,2016,426775.0
28,baynear01,2016,6500000.0
29,afflaar01,2016,12500000.0
30,riverau01,2016,11000000.0
31,bradlav01,2016,8269663.0
32,mclembe01,2016,4008882.0
33,udrihbe01,2016,980431.0
34,biyombi01,2016,17000000.0
35,griffbl01,2016,20093064.0
36,marjabo01,2016,5628000.0
37,brownbo02,2016,940070.0
38,portibo01,2016,1404600.0
39,bogdabo02,2016,3573020.0
40,diawbo01,2016,7000000.0
41,bealbr01,2016,22116750.0
42,wrighbr03,2016,5709880.0
43,bassbr01,2016,1551659.0
44,ingrabr01,2016,5281680.0
45,jennibr01,2016,5587318.0
46,knighbr03,2016,12606250.0
47,rushbr01,2016,3500000.0
48,roberbr01,2016,1050961.0
49,johnsbr02,2016,1273920.0
50,lopezbr01,2016,21165675.0
51,cabocbr01,2016,1589640.0
52,forbebr01,2016,543471.0
53,hieldbu01,2016,3517200.0
54,milescj01,2016,0.0
55,watsocj01,2016,0.0
56,wilcocj01,2016,0.0
57,payneca01,2016,2112480.0
58,leverca01,2016,1562280.0
59,anthoca01,2016,24559380.0
60,parsoch01,2016,22116750.0
61,fryech01,2016,7806971.0
62,diallch01,2016,543471.0
63,onuakch01,2016,543471.0
64,anderch01,2016,1551659.0
65,mcculch01,2016,1191480.0
66,paulch01,2016,22868827.0
67,woodch01,2016,874636.0
68,mccolcj01,2016,3219579.0
69,capelca01,2016,1296240.0
70,zelleco01,2016,5318313.0
71,aldrico01,2016,7643979.0
72,breweco01,2016,7612172.0
73,josepco01,2016,7315000.0
74,leeco01,2016,11242000.0
75,feliccr01,2016,874636.0
76,russeda01,2016,5332800.0
77,augusdj01,2016,0.0
78,jonesda03,2016,1171560.0
79,lillada01,2016,24328425.0
80,rudezda01,2016,980431.0
81,ochefda01,2016,543471.0
82,gallida01,2016,15050000.0
83,greenda02,2016,10000000.0
84,cunnida01,2016,3000000.0
85,exumda01,2016,3940320.0
86,houseda01,2016,543471.0
87,saricda01,2016,2318280.0
88,arthuda01,2016,8070175.0
89,collida01,2016,5229454.0
90,hillida01,2016,874636.0
91,leeda02,2016,1551659.0
92,westda01,2016,1551659.0
93,bertada01,2016,543471.0
94,bembrde01,2016,0.0
95,jordade01,2016,21165675.0
96,liggide01,2016,1015695.0
97,murrade01,2016,1180080.0
98,wrighde01,2016,1577280.0
99,derozde01,2016,26540100.0
100,couside01,2016,15756438.0
101,carrode01,2016,14200000.0
102,jacksde01,2016,1450000.0
103,schrode01,2016,2708582.0
104,valende01,2016,2092200.0
105,willide01,2016,14885520.0
106,favorde01,2016,11050000.0
107,jonesde02,2016,543471.0
108,rosede01,2016,21323252.0
109,willide02,2016,5020145.0
110,bookede01,2016,2223600.0
111,harride01,2016,4227996.0
112,dedmode01,2016,2898000.0
113,davisde01,2016,1369229.0
114,stonedi01,2016,543471.0
115,waitedi01,2016,2898000.0
116,nowitdi01,2016,25000000.0
117,sabondo01,2016,2440200.0
118,motiedo01,2016,607491.0
119,finnedo01,2016,543471.0
120,mcderdo01,2016,2483040.0
121,bendedr01,2016,4276320.0
122,greendr01,2016,15330435.0
123,howardw01,2016,23500000.0
124,poweldw01,2016,8375000.0
125,wadedw01,2016,23200000.0
126,mooreet01,2016,8801363.0
127,davised01,2016,6666667.0
128,paytoel01,2016,2613600.0
129,mudiaem01,2016,3241800.0
130,kanteen01,2016,17145838.0
131,bledser01,2016,14000000.0
132,gordoer01,2016,12385665.0
133,ilyaser01,2016,8400000.0
134,fournev01,2016,17000000.0
