,player_id,playing_season,playing_position,playing_age,team_name,no_of_games_played,no_minutes_played,field_goals_made,field_goals_pctg,three_pointers_made,three_point_pctg,effective_field_goal_pctg,free_thows_made,free_throws_pctg,total_rebounds,no_of_assists,no_of_steals,no_of_blocks,no_of_turnovers,points
214,goberru01,2017,C,25,UTA,56,32.4,4.9,0.622,0.0,0.0,0.622,3.6,0.682,10.7,1.4,0.8,2.3,1.9,13.5
215,gordoaa01,2017,PF,22,ORL,58,32.9,6.5,0.434,2.0,0.336,0.5,2.7,0.698,7.9,2.3,1.0,0.8,1.8,17.6
216,gordoer01,2017,SG,29,HOU,69,31.2,6.0,0.428,3.2,0.359,0.54,2.8,0.809,2.5,2.2,0.6,0.4,1.9,18.0
217,gortama01,2017,C,33,WAS,82,25.3,3.5,0.518,0.0,0.0,0.518,1.3,0.675,7.6,1.8,0.5,0.7,1.2,8.4
218,grahatr01,2017,SG,24,CHO,63,16.7,1.5,0.434,0.6,0.412,0.525,0.7,0.695,1.9,0.9,0.5,0.0,0.4,4.3
219,grantje01,2017,PF,23,OKC,81,20.3,3.0,0.535,0.4,0.291,0.57,2.0,0.675,3.9,0.7,0.4,1.0,0.7,8.4
220,grantje02,2017,PG,25,CHI,74,22.8,2.8,0.416,0.8,0.326,0.476,1.9,0.745,2.3,4.6,0.9,0.1,1.2,8.4
221,grayjo01,2017,PG,24,PHO,5,17.2,2.2,0.268,0.6,0.231,0.305,1.4,0.636,2.0,2.4,1.6,0.4,1.4,6.4
222,greenda02,2017,SG,30,SAS,70,25.6,3.1,0.387,1.7,0.363,0.49,0.7,0.769,3.6,1.6,0.9,1.1,1.1,8.6
223,greendr01,2017,PF,27,GSW,70,32.7,4.0,0.454,1.1,0.301,0.516,1.9,0.775,7.6,7.3,1.4,1.3,2.9,11.0
224,greenge01,2017,SG,32,HOU,41,22.7,4.1,0.407,2.7,0.369,0.54,1.2,0.85,3.2,0.6,0.6,0.4,0.8,12.1
225,greenja01,2017,PF,27,MEM,55,28.0,4.1,0.457,0.8,0.339,0.501,1.5,0.721,8.4,1.4,0.6,0.5,1.4,10.3
226,greenje02,2017,PF,31,CLE,78,23.4,3.8,0.477,0.7,0.312,0.52,2.6,0.868,3.2,1.3,0.5,0.4,1.0,10.8
227,griffbl01,2017,PF,28,TOT,58,34.0,7.5,0.438,1.9,0.345,0.493,4.5,0.785,7.4,5.8,0.7,0.3,2.8,21.4
230,hamilda02,2017,SG,22,OKC,6,4.7,0.8,0.455,0.3,0.4,0.545,0.0,0.0,0.8,1.3,0.2,0.0,0.3,2.0
231,hardati02,2017,SG,25,NYK,57,33.1,6.3,0.421,2.3,0.317,0.496,2.6,0.816,3.9,2.7,1.1,0.2,1.6,17.5
232,hardeja01,2017,SG,28,HOU,72,35.4,9.0,0.449,3.7,0.367,0.541,8.7,0.858,5.4,8.8,1.8,0.7,4.4,30.4
233,harklma01,2017,SF,24,POR,59,21.4,2.5,0.495,0.8,0.415,0.577,0.7,0.712,2.7,0.9,0.8,0.7,0.7,6.5
234,harremo01,2017,C,24,LAC,76,17.0,4.6,0.635,0.0,0.143,0.636,1.8,0.626,4.0,1.0,0.5,0.7,0.9,11.0
235,harride01,2017,PG,34,TOT,71,18.9,2.6,0.412,1.1,0.348,0.499,2.0,0.835,1.8,2.1,0.7,0.2,1.1,8.4
238,harriga01,2017,SG,23,DEN,67,34.4,6.6,0.485,2.3,0.396,0.57,2.0,0.827,2.6,2.9,1.8,0.2,1.8,17.5
239,harrijo01,2017,SG,26,BRK,78,25.3,3.9,0.491,1.9,0.419,0.612,1.1,0.827,3.3,1.6,0.4,0.3,1.2,10.8
240,harrito02,2017,PF,25,TOT,80,33.4,7.0,0.46,2.3,0.411,0.535,2.2,0.829,5.5,2.4,0.9,0.4,1.3,18.6
243,harriaa01,2017,SG,23,DAL,9,25.9,2.1,0.275,1.0,0.209,0.341,1.4,0.765,2.7,1.2,1.0,0.2,0.3,6.7
244,harrian01,2017,PG,23,MEM,56,23.7,3.2,0.422,0.8,0.331,0.477,2.2,0.78,2.3,3.2,0.7,0.5,1.4,9.5
245,harrish01,2017,PG,24,PHO,23,16.7,2.6,0.476,0.3,0.231,0.5,1.2,0.737,2.7,2.4,1.1,0.3,1.0,6.6
246,hartjo01,2017,SG,22,LAL,63,23.2,2.8,0.469,1.2,0.396,0.573,1.0,0.702,4.2,1.3,0.7,0.3,0.7,7.9
247,hasleud01,2017,C,37,MIA,14,5.1,0.2,0.2,0.1,0.125,0.233,0.1,0.5,0.7,0.4,0.0,0.1,0.1,0.6
248,hayesni01,2017,SF,23,TOT,9,13.6,1.2,0.333,0.4,0.25,0.394,0.1,0.333,2.4,0.7,0.2,0.3,0.2,3.0
252,haywago01,2017,SF,27,BOS,1,5.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
253,hearnre01,2017,SG,26,DET,3,2.3,0.3,0.5,0.3,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
254,henrymy01,2017,SF,25,MEM,20,18.9,2.1,0.376,1.0,0.328,0.463,0.3,0.6,1.9,1.1,1.6,0.3,1.0,5.4
255,hensojo01,2017,C,27,MIL,76,25.9,3.8,0.572,0.0,0.143,0.573,1.2,0.57,6.8,1.5,0.6,1.4,1.1,8.8
256,hernaju01,2017,PF,22,DEN,25,11.1,1.2,0.387,0.6,0.28,0.48,0.4,0.833,2.2,0.5,0.2,0.1,0.4,3.3
257,hernawi01,2017,C,23,TOT,48,10.3,1.9,0.555,0.1,0.417,0.57,1.2,0.656,3.8,0.7,0.4,0.3,0.7,5.1
260,hezonma01,2017,SF,22,ORL,75,22.1,3.6,0.442,1.2,0.337,0.515,1.1,0.819,3.7,1.4,1.1,0.4,1.1,9.6
261,hicksis01,2017,PF,23,NYK,18,13.3,1.8,0.458,0.1,0.222,0.472,0.7,0.667,2.3,0.9,0.1,0.2,0.9,4.4
262,hieldbu01,2017,SG,25,SAC,80,25.3,5.2,0.446,2.2,0.431,0.54,0.9,0.877,3.8,1.9,1.1,0.3,1.6,13.5
263,hilarne01,2017,C,35,HOU,52,14.6,2.6,0.569,0.0,0.0,0.569,1.3,0.636,3.4,0.9,0.5,0.3,0.7,6.5
264,hillge01,2017,PG,31,TOT,67,27.0,3.5,0.46,1.3,0.415,0.543,1.6,0.786,2.7,2.8,0.9,0.4,1.3,10.0
267,hillso01,2017,SF,26,NOP,12,15.6,0.9,0.268,0.3,0.19,0.317,0.3,0.5,3.0,1.8,0.6,0.1,0.8,2.4
268,hillida01,2017,SG,24,SAS,14,6.8,0.4,0.263,0.0,0.0,0.263,0.4,0.857,0.5,0.8,0.1,0.0,0.3,1.1
269,holidjr01,2017,SG,27,NOP,81,36.1,7.6,0.494,1.5,0.337,0.543,2.3,0.786,4.5,6.0,1.5,0.8,2.6,19.0
270,holidju01,2017,SG,28,CHI,72,31.5,4.0,0.371,2.2,0.359,0.474,1.9,0.823,4.0,2.1,1.1,0.4,1.3,12.2
271,hollajo02,2017,SF,29,CLE,24,7.3,0.7,0.288,0.5,0.306,0.381,0.4,0.692,1.0,0.2,0.3,0.1,0.3,2.3
272,holliro01,2017,SF,23,BRK,68,28.2,5.0,0.472,0.2,0.241,0.481,3.7,0.788,6.8,2.5,1.0,0.7,1.8,13.9
273,holmeri01,2017,C,24,PHI,48,15.5,2.8,0.56,0.1,0.129,0.568,0.8,0.661,4.4,1.3,0.4,0.6,0.5,6.5
274,hoodro01,2017,SG,25,TOT,60,26.9,5.4,0.429,2.1,0.381,0.513,1.9,0.86,2.8,1.6,0.8,0.2,1.2,14.7
277,hopsosc01,2017,SG,28,DAL,1,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0
278,horfoal01,2017,C,31,BOS,72,31.6,5.1,0.489,1.3,0.429,0.553,1.3,0.783,7.4,4.7,0.6,1.1,1.8,12.9
279,houseda01,2017,SG,24,PHO,23,17.5,2.4,0.434,0.7,0.259,0.492,1.1,0.806,3.3,1.1,0.3,0.3,0.5,6.6
280,howardw01,2017,C,32,CHO,81,30.4,6.2,0.555,0.0,0.143,0.556,4.1,0.574,12.5,1.3,0.6,1.6,2.6,16.6
281,huestjo01,2017,PF,26,OKC,69,14.2,0.9,0.33,0.5,0.287,0.42,0.1,0.3,2.3,0.3,0.2,0.6,0.4,2.3
282,hunterj01,2017,SG,24,HOU,5,9.0,1.4,0.35,0.6,0.214,0.425,0.4,1.0,1.0,0.6,0.6,0.0,0.4,3.8
283,huntevi01,2017,PF,23,MEM,4,1.8,0.8,0.6,0.0,0.0,0.6,0.0,0.0,0.8,0.0,0.0,0.3,0.3,1.5
284,ibakase01,2017,PF,28,TOR,76,27.5,5.0,0.483,1.4,0.36,0.552,1.2,0.797,6.3,0.8,0.4,1.3,1.2,12.6
285,iguodan01,2017,SF,34,GSW,64,25.3,2.3,0.463,0.5,0.282,0.514,0.9,0.632,3.8,3.3,0.8,0.6,1.0,6.0
286,ilyaser01,2017,PF,30,TOT,69,25.1,4.0,0.452,1.3,0.36,0.526,1.5,0.778,5.9,1.3,0.9,0.4,1.0,10.9
289,inglejo01,2017,SF,30,UTA,82,31.4,4.1,0.467,2.5,0.44,0.609,0.8,0.795,4.2,4.8,1.1,0.2,1.9,11.5
290,ingraan01,2017,SG,32,LAL,2,32.0,4.0,0.471,2.5,0.556,0.618,1.5,1.0,3.0,3.5,1.5,1.5,1.5,12.0
291,ingrabr01,2017,SF,20,LAL,59,33.5,6.1,0.47,0.7,0.39,0.497,3.3,0.681,5.3,3.9,0.8,0.7,2.5,16.1
292,irvinky01,2017,PG,25,BOS,60,32.2,8.9,0.491,2.8,0.408,0.568,3.9,0.889,3.8,5.1,1.1,0.3,2.3,24.4
293,isaacjo01,2017,PF,20,ORL,27,19.9,2.0,0.379,0.6,0.348,0.434,0.7,0.76,3.7,0.7,1.2,1.1,1.0,5.4
294,iwundwe01,2017,SF,23,ORL,62,16.5,1.5,0.427,0.1,0.196,0.447,0.5,0.723,2.2,0.9,0.5,0.2,0.5,3.7
295,jackja01,2017,PG,34,NYK,62,25.0,3.0,0.427,0.4,0.291,0.455,1.0,0.84,3.1,5.6,0.6,0.1,1.9,7.5
296,jacksaa01,2017,PG,31,HOU,1,35.0,3.0,0.333,1.0,0.25,0.389,1.0,0.5,3.0,1.0,0.0,0.0,1.0,8.0
297,jacksde01,2017,PG,23,TOT,15,5.3,0.5,0.389,0.1,0.143,0.417,0.1,0.5,0.8,0.6,0.3,0.1,0.7,1.1
300,jacksjo02,2017,SF,20,PHO,77,25.4,5.1,0.417,0.7,0.263,0.448,2.3,0.634,4.6,1.5,1.0,0.5,1.9,13.1
301,jacksju01,2017,SF,22,SAC,68,22.1,2.7,0.442,0.8,0.308,0.51,0.4,0.722,2.8,1.1,0.4,0.2,0.6,6.7
302,jacksre01,2017,PG,27,DET,45,26.7,5.5,0.426,1.2,0.308,0.471,2.5,0.836,2.8,5.3,0.6,0.1,2.2,14.6
303,jamesle01,2017,PF,33,CLE,82,36.9,10.5,0.542,1.8,0.367,0.59,4.7,0.731,8.6,9.1,1.4,0.9,4.2,27.5
304,jamesmi02,2017,PG,27,TOT,36,19.1,3.4,0.383,0.7,0.265,0.424,1.8,0.762,2.5,3.5,0.8,0.2,1.4,9.3
307,jeffeal01,2017,C,33,IND,36,13.4,3.1,0.534,0.0,0.0,0.534,0.8,0.833,4.0,0.8,0.4,0.6,0.6,7.0
308,jefferi01,2017,SF,37,DEN,20,8.2,0.6,0.444,0.1,0.286,0.481,0.2,0.571,0.9,0.8,0.1,0.1,0.3,1.5
309,jennibr01,2017,PG,28,MIL,14,14.6,1.9,0.375,0.6,0.273,0.438,0.7,1.0,2.2,3.1,0.4,0.3,1.3,5.2
310,jerebjo01,2017,PF,30,UTA,74,15.3,2.1,0.466,0.9,0.414,0.562,0.6,0.807,3.3,0.6,0.3,0.2,0.4,5.8
311,johnsam01,2017,C,30,PHI,74,15.8,1.9,0.538,0.1,0.313,0.558,0.7,0.612,4.5,1.6,0.6,0.6,0.7,4.6
312,johnsbr02,2017,PF,23,TOT,18,5.4,1.1,0.476,0.0,0.0,0.476,0.2,0.6,1.7,0.1,0.5,0.3,0.3,2.4
315,johnsda04,2017,C,22,OKC,31,5.2,0.7,0.564,0.0,0.0,0.564,0.4,0.55,1.1,0.3,0.2,0.3,0.1,1.8
316,johnsja01,2017,PF,30,MIA,73,26.6,4.2,0.503,0.8,0.308,0.55,1.5,0.698,4.9,3.8,1.0,0.7,1.9,10.8
317,johnsjo02,2017,SF,36,TOT,55,21.9,2.7,0.406,0.7,0.276,0.461,0.7,0.889,3.1,1.5,0.3,0.1,0.9,6.8
320,johnsom01,2017,PF,28,MEM,4,18.8,2.3,0.429,1.0,0.333,0.524,0.0,0.0,2.8,1.8,0.5,0.0,0.8,5.5
321,johnsst04,2017,SF,21,DET,69,27.4,3.0,0.375,1.0,0.286,0.435,1.6,0.772,3.7,1.6,1.4,0.2,1.1,8.7
322,johnsty01,2017,PG,25,MIA,72,28.5,4.3,0.435,1.7,0.367,0.518,1.5,0.822,3.4,2.3,0.8,0.5,1.1,11.7
323,johnswe01,2017,SF,30,LAC,74,20.1,2.0,0.408,0.8,0.339,0.489,0.6,0.741,2.9,0.8,1.0,0.8,0.7,5.4
324,jokicni01,2017,C,22,DEN,75,32.6,6.7,0.499,1.5,0.396,0.554,3.5,0.85,10.7,6.1,1.2,0.8,2.8,18.5
325,jonesda03,2017,C,22,GSW,15,5.9,0.7,0.5,0.0,0.0,0.5,0.2,0.6,0.9,0.1,0.1,0.2,0.3,1.7
326,jonesde02,2017,SF,20,TOT,20,12.3,1.1,0.396,0.2,0.167,0.425,0.8,0.667,1.9,0.5,0.2,0.7,0.4,3.1
329,jonesja04,2017,SF,24,TOT,16,11.3,1.6,0.382,0.6,0.385,0.456,0.8,0.632,2.4,0.3,0.3,0.1,0.4,4.6
332,jonesty01,2017,PG,21,MIN,82,17.9,1.8,0.457,0.5,0.349,0.526,0.9,0.877,1.6,2.8,1.2,0.1,0.7,5.1
333,jordade01,2017,C,29,LAC,77,31.5,4.8,0.645,0.0,0.0,0.645,2.4,0.58,15.2,1.5,0.5,0.9,1.8,12.0
334,josepco01,2017,PG,26,IND,82,27.0,3.1,0.424,0.8,0.353,0.479,0.9,0.745,3.2,3.2,1.0,0.2,1.1,7.9
335,kaminfr01,2017,PF,24,CHO,79,23.2,3.9,0.429,1.3,0.38,0.501,2.0,0.799,3.6,1.6,0.5,0.2,0.8,11.1
336,kanteen01,2017,C,25,NYK,71,25.8,5.9,0.592,0.0,0.0,0.592,2.2,0.848,11.0,1.5,0.5,0.5,1.7,14.1
337,kennalu01,2017,SG,21,DET,73,20.0,2.8,0.443,1.1,0.415,0.53,0.9,0.855,2.4,1.7,0.6,0.2,0.9,7.6
338,kiddgmi01,2017,SF,24,CHO,74,25.0,3.8,0.504,0.0,0.0,0.504,1.6,0.684,4.1,1.0,0.7,0.4,0.7,9.2
339,kilpase01,2017,SG,28,TOT,52,12.3,2.1,0.374,0.9,0.319,0.452,1.2,0.889,1.7,0.9,0.3,0.1,0.7,6.3
344,klebima01,2017,PF,26,DAL,72,16.8,2.1,0.489,0.6,0.313,0.553,0.6,0.746,3.3,0.7,0.4,0.7,0.4,5.4
345,korkmfu01,2017,SG,20,PHI,14,5.7,0.6,0.286,0.4,0.294,0.375,0.1,0.5,0.8,0.3,0.1,0.1,0.1,1.6
346,kornelu01,2017,PF,22,NYK,20,16.3,2.5,0.392,1.4,0.354,0.504,0.4,0.727,3.2,1.3,0.3,0.8,0.6,6.7
347,korveky01,2017,SG,36,CLE,73,21.6,3.0,0.459,2.2,0.436,0.628,0.9,0.889,2.3,1.2,0.4,0.4,0.8,9.2
348,koufoko01,2017,C,28,SAC,71,19.6,3.1,0.571,0.0,0.0,0.571,0.5,0.446,6.6,1.2,0.7,0.5,0.7,6.7
349,kuzmaky01,2017,PF,22,LAL,77,31.2,6.1,0.45,2.1,0.366,0.527,1.9,0.707,6.3,1.8,0.6,0.4,1.8,16.1
350,kuzmimi01,2017,SF,28,NYK,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,labissk01,2017,PF,21,SAC,60,20.7,3.4,0.448,0.3,0.353,0.467,1.6,0.805,4.8,1.2,0.4,0.8,1.2,8.7
352,lambje01,2017,SG,25,CHO,80,24.6,4.8,0.457,1.2,0.37,0.513,2.2,0.861,4.1,2.3,0.8,0.4,1.2,12.9
353,larkish01,2017,PG,25,BOS,54,14.4,1.6,0.384,0.6,0.36,0.454,0.6,0.865,1.7,1.8,0.5,0.0,0.6,4.3
354,lauvejo01,2017,C,26,SAS,55,9.7,1.8,0.516,0.0,0.0,0.516,0.5,0.638,3.1,0.7,0.2,0.1,0.6,4.1
355,lavinza01,2017,SG,22,CHI,24,27.3,5.7,0.383,1.8,0.341,0.442,3.6,0.813,3.9,3.0,1.0,0.2,1.8,16.7
356,laymaja01,2017,SF,23,POR,35,4.6,0.4,0.298,0.1,0.2,0.34,0.1,0.667,0.5,0.3,0.2,0.1,0.1,1.0
357,leaftj01,2017,PF,20,IND,53,8.7,1.2,0.471,0.3,0.429,0.537,0.2,0.625,1.5,0.2,0.1,0.1,0.2,2.9
358,leeco01,2017,SG,32,NYK,76,30.4,4.5,0.454,1.5,0.406,0.529,1.5,0.919,2.9,2.4,1.1,0.2,1.1,12.0
359,leeda03,2017,SG,25,ATL,15,26.9,4.1,0.408,1.0,0.25,0.457,1.5,0.759,4.7,1.9,1.3,0.1,0.9,10.7
360,lemonwa01,2017,PG,25,NOP,5,7.0,1.4,0.438,0.2,1.0,0.469,0.4,0.667,0.4,1.0,0.0,0.2,0.8,3.4
361,lenal01,2017,C,24,PHO,69,20.2,3.1,0.566,0.0,0.333,0.567,2.3,0.684,7.5,1.2,0.4,0.9,1.1,8.5
362,leonaka01,2017,SF,26,SAS,9,23.3,5.8,0.468,1.2,0.314,0.518,3.4,0.816,4.7,2.3,2.0,1.0,1.8,16.2
363,leoname01,2017,C,25,POR,33,7.7,1.4,0.59,0.3,0.423,0.66,0.3,0.818,2.1,0.5,0.2,0.0,0.3,3.4
364,leuerjo01,2017,PF,28,DET,8,17.0,1.9,0.417,0.0,0.0,0.417,1.6,0.867,4.0,0.6,0.1,0.4,0.9,5.4
365,leverca01,2017,SF,23,BRK,71,26.3,4.5,0.435,1.2,0.347,0.493,1.9,0.711,3.7,4.2,1.2,0.3,2.2,12.1
366,liggide01,2017,SG,29,TOT,58,12.5,0.7,0.377,0.3,0.358,0.467,0.0,0.4,1.3,0.8,0.6,0.2,0.3,1.7
369,lillada01,2017,PG,27,POR,73,36.6,8.5,0.439,3.1,0.361,0.519,6.8,0.916,4.5,6.6,1.1,0.4,2.8,26.9
370,linje01,2017,PG,29,BRK,1,25.0,5.0,0.417,1.0,0.5,0.458,7.0,1.0,0.0,4.0,0.0,0.0,3.0,18.0
371,livinsh01,2017,PG,32,GSW,71,15.9,2.4,0.501,0.0,0.0,0.501,0.7,0.82,1.8,2.0,0.5,0.3,0.8,5.5
372,looneke01,2017,C,21,GSW,66,13.8,1.7,0.58,0.0,0.2,0.583,0.6,0.545,3.3,0.6,0.5,0.8,0.5,4.0
373,lopezbr01,2017,C,29,LAL,74,23.4,5.0,0.465,1.5,0.345,0.536,1.5,0.703,4.0,1.7,0.4,1.3,1.3,13.0
374,lopezro01,2017,C,29,CHI,64,26.4,5.3,0.53,0.1,0.286,0.533,1.1,0.756,4.5,1.9,0.2,0.8,1.7,11.8
375,loveke01,2017,C,29,CLE,59,28.0,5.7,0.458,2.3,0.415,0.552,4.0,0.88,9.3,1.7,0.7,0.4,1.5,17.6
376,lowryky01,2017,PG,31,TOR,78,32.2,5.2,0.427,3.1,0.399,0.553,2.9,0.854,5.6,6.9,1.1,0.2,2.3,16.2
377,luwawti01,2017,SF,22,PHI,52,15.5,1.9,0.375,1.0,0.335,0.474,0.9,0.793,1.4,1.0,0.2,0.1,0.7,5.8
378,lydonty01,2017,PF,21,DEN,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,lylestr01,2017,PF,22,DEN,73,19.1,3.7,0.491,1.1,0.381,0.566,1.4,0.706,4.8,1.2,0.4,0.5,0.8,9.9
380,macksh01,2017,PG,27,ORL,69,19.8,2.6,0.43,0.7,0.345,0.488,1.0,0.711,2.4,3.9,0.8,0.1,1.3,6.9
381,magetjo01,2017,PG,28,ATL,18,12.0,0.8,0.326,0.4,0.364,0.413,0.4,1.0,1.1,3.2,0.4,0.1,0.5,2.6
382,mahinia01,2017,C,31,WAS,77,14.9,1.8,0.556,0.0,0.0,0.556,1.2,0.703,4.1,0.7,0.5,0.5,1.3,4.8
383,makerth01,2017,C,20,MIL,74,16.7,1.8,0.411,0.4,0.298,0.46,0.9,0.699,3.0,0.6,0.5,0.7,0.6,4.8
384,marjabo01,2017,C,29,TOT,39,8.6,2.0,0.534,0.0,0.0,0.534,2.0,0.794,3.7,0.6,0.3,0.3,0.9,6.0
387,markkla01,2017,PF,20,CHI,68,29.7,5.5,0.434,2.1,0.362,0.518,2.1,0.843,7.5,1.2,0.6,0.6,1.2,15.2
388,martija01,2017,PF,23,MEM,73,22.8,3.0,0.446,0.5,0.347,0.48,1.2,0.767,4.4,1.0,0.5,0.7,1.2,7.7
389,masonfr01,2017,PG,23,SAC,52,18.9,2.8,0.379,0.6,0.36,0.42,1.8,0.817,2.5,2.8,0.7,0.2,1.3,7.9
390,mathima01,2017,C,25,CHO,4,5.0,1.0,0.571,0.0,0.0,0.571,0.0,0.0,2.5,0.0,0.3,0.0,0.0,2.0
391,matthwe02,2017,SF,31,DAL,63,33.8,4.5,0.406,2.4,0.381,0.516,1.3,0.822,3.1,2.7,1.2,0.3,1.3,12.7
392,mbahalu01,2017,PF,31,HOU,61,25.6,2.7,0.481,1.0,0.364,0.572,1.1,0.684,3.0,0.9,1.2,0.4,1.1,7.5
393,mcadoja01,2017,PF,25,PHI,3,6.0,0.7,0.286,0.7,0.286,0.429,0.7,1.0,0.7,0.0,0.0,0.3,0.3,2.7
394,mccawpa01,2017,SG,22,GSW,57,16.9,1.6,0.409,0.3,0.238,0.451,0.5,0.765,1.4,1.4,0.8,0.2,0.7,4.0
395,mccolcj01,2017,SG,26,POR,81,36.1,8.2,0.443,2.3,0.397,0.506,2.6,0.836,4.0,3.4,1.0,0.4,1.9,21.4
396,mccontj01,2017,PG,25,PHI,76,22.4,2.8,0.499,0.4,0.435,0.531,0.4,0.795,3.0,4.0,1.2,0.2,1.5,6.3
397,mccreer01,2017,SF,24,UTA,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.3,0.0
398,mcculch01,2017,PF,22,WAS,19,4.7,0.9,0.429,0.1,0.125,0.44,0.5,0.643,1.3,0.2,0.0,0.3,0.1,2.4
399,mcderdo01,2017,SF,26,TOT,81,21.8,2.9,0.467,1.1,0.426,0.557,0.8,0.79,2.5,1.0,0.2,0.2,0.7,7.8
402,mcgeeja01,2017,C,30,GSW,65,9.5,2.1,0.621,0.0,0.0,0.621,0.6,0.731,2.6,0.5,0.3,0.9,0.4,4.8
403,mcgruro01,2017,SG,26,MIA,18,16.6,2.0,0.493,0.8,0.429,0.596,0.2,0.5,1.8,0.9,0.4,0.2,0.2,5.1
404,mckintr01,2017,SG,27,IND,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,mckinal01,2017,SF,25,TOR,14,3.8,0.6,0.533,0.2,0.333,0.633,0.1,0.667,0.5,0.1,0.1,0.1,0.2,1.5
406,mclembe01,2017,SG,24,MEM,56,19.5,2.8,0.421,1.0,0.346,0.495,0.9,0.828,2.5,0.9,0.7,0.3,1.1,7.5
407,mcrobjo01,2017,PF,30,DAL,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,meeksjo01,2017,SG,30,WAS,77,14.5,2.0,0.399,0.9,0.343,0.491,1.3,0.863,1.6,0.9,0.4,0.1,0.5,6.3
409,mejrisa01,2017,C,31,DAL,61,12.0,1.4,0.642,0.0,0.0,0.642,0.6,0.576,4.0,0.6,0.4,1.1,0.6,3.5
410,mickejo01,2017,PF,23,MIA,23,12.3,1.7,0.476,0.1,0.125,0.488,0.6,0.684,3.5,0.4,0.3,0.4,0.8,4.0
411,middlkh01,2017,SF,26,MIL,82,36.4,7.2,0.466,1.8,0.359,0.524,3.9,0.884,5.2,4.0,1.5,0.3,2.3,20.1
412,milescj01,2017,SF,30,TOR,70,19.1,3.2,0.379,2.3,0.361,0.516,1.2,0.835,2.2,0.8,0.5,0.3,0.6,10.0
413,milleda01,2017,SF,27,NOP,82,23.7,2.6,0.444,1.8,0.411,0.594,0.7,0.866,2.0,1.4,0.3,0.2,0.7,7.8
414,millema01,2017,SF,24,TOR,15,8.4,0.9,0.464,0.5,0.381,0.607,0.3,1.0,1.0,0.2,0.1,0.1,0.3,2.5
415,millspa02,2017,PG,29,SAS,82,25.7,3.4,0.411,1.9,0.372,0.523,1.3,0.89,1.9,2.8,0.7,0.1,1.3,10.0
416,millspa01,2017,PF,32,DEN,38,30.1,5.3,0.464,1.0,0.345,0.509,2.9,0.696,6.4,2.8,1.0,1.2,1.9,14.6
417,mirotni01,2017,PF,26,TOT,55,27.2,5.6,0.447,2.5,0.377,0.546,2.0,0.818,7.4,1.5,0.8,0.7,1.1,15.6
420,mitchdo01,2017,SG,21,UTA,79,33.4,7.5,0.437,2.4,0.34,0.506,3.0,0.805,3.7,3.7,1.5,0.3,2.7,20.5
421,mitrona01,2017,SG,24,UTA,1,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
422,monkma01,2017,SG,19,CHO,63,13.6,2.4,0.36,1.3,0.342,0.458,0.5,0.842,1.0,1.4,0.3,0.1,0.8,6.7
423,monrogr01,2017,C,27,TOT,51,20.4,4.3,0.565,0.0,0.0,0.565,1.7,0.739,6.9,2.2,0.9,0.5,1.8,10.3
427,montelu01,2017,SG,24,DET,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
428,moorebe01,2017,PF,22,IND,2,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
429,mooreet01,2017,SG,28,NOP,82,31.5,5.2,0.508,1.6,0.425,0.585,0.6,0.706,2.9,2.3,1.0,0.1,1.2,12.5
430,moreler01,2017,PF,26,DET,67,12.0,1.0,0.541,0.0,0.0,0.541,0.2,0.379,4.1,1.2,0.5,0.8,0.6,2.1
431,morrija01,2017,SG,22,ATL,6,16.3,2.2,0.406,0.3,0.2,0.438,0.0,0.0,2.7,1.2,0.3,0.2,1.0,4.7
432,morrima03,2017,PF,28,BOS,54,26.8,4.9,0.429,1.6,0.368,0.499,2.3,0.805,5.4,1.3,0.6,0.2,1.2,13.6
433,morrima02,2017,PF,28,WAS,73,27.0,4.5,0.48,1.0,0.367,0.536,1.4,0.82,5.6,1.9,0.8,0.5,1.7,11.5
434,morrimo01,2017,PG,22,DEN,3,8.3,1.3,0.667,0.0,0.0,0.667,0.7,1.0,0.7,2.3,1.0,0.0,0.3,3.3
435,motlejo01,2017,PF,22,DAL,11,16.0,3.6,0.533,0.1,0.167,0.54,1.4,0.536,4.5,0.6,0.3,0.2,0.8,8.7
