,player_id,playing_season,playing_position,playing_age,team_name,no_of_games_played,no_minutes_played,field_goals_made,field_goals_pctg,three_pointers_made,three_point_pctg,effective_field_goal_pctg,free_thows_made,free_throws_pctg,total_rebounds,no_of_assists,no_of_steals,no_of_blocks,no_of_turnovers,points
25,augusdj01,2017,PG,30,ORL,75,23.5,3.3,0.452,1.5,0.419,0.557,2.2,0.868,2.1,3.8,0.7,0.0,1.6,10.2
26,babbilu01,2017,SF,28,TOT,50,14.3,1.8,0.423,1.2,0.385,0.563,0.3,0.773,1.9,0.6,0.2,0.1,0.4,5.2
29,bacondw01,2017,SG,22,CHO,53,13.5,1.4,0.375,0.2,0.256,0.404,0.4,0.8,2.3,0.7,0.3,0.0,0.4,3.3
30,bakerro01,2017,SG,24,NYK,29,13.3,0.7,0.339,0.4,0.333,0.432,0.7,0.769,1.0,1.6,0.9,0.2,0.6,2.4
31,baldwwa01,2017,PG,21,POR,7,11.4,2.0,0.667,0.6,0.8,0.762,0.9,0.6,1.1,0.7,0.3,0.1,0.6,5.4
32,balllo01,2017,PG,20,LAL,52,34.2,3.9,0.36,1.7,0.305,0.44,0.6,0.451,6.9,7.2,1.7,0.8,2.6,10.2
33,bareajo01,2017,PG,33,DAL,69,23.2,4.4,0.439,1.7,0.367,0.522,1.2,0.784,2.9,6.3,0.5,0.0,2.1,11.6
34,barneha02,2017,PF,25,DAL,77,34.2,7.0,0.445,1.5,0.357,0.494,3.4,0.827,6.1,2.0,0.6,0.2,1.5,18.9
35,bartowi01,2017,SG,27,DEN,81,33.1,5.7,0.452,1.9,0.37,0.528,2.2,0.805,5.0,4.1,1.0,0.6,1.8,15.7
36,batumni01,2017,SG,29,CHO,64,31.0,4.2,0.415,1.4,0.336,0.486,1.7,0.831,4.8,5.5,1.0,0.4,2.0,11.6
37,bayleje01,2017,SG,29,PHI,39,23.7,2.8,0.416,1.4,0.37,0.519,0.9,0.795,2.1,1.4,0.6,0.2,1.2,7.9
38,baynear01,2017,C,31,BOS,81,18.3,2.6,0.471,0.0,0.143,0.474,0.7,0.756,5.4,1.1,0.3,0.6,1.0,6.0
39,bazemke01,2017,SG,28,ATL,65,27.5,4.4,0.42,1.7,0.394,0.5,2.5,0.796,3.8,3.5,1.5,0.7,2.4,12.9
40,bealbr01,2017,SG,24,WAS,82,36.3,8.3,0.46,2.4,0.375,0.527,3.6,0.791,4.4,4.5,1.2,0.4,2.6,22.6
41,beaslma01,2017,SG,21,DEN,62,9.4,1.2,0.41,0.5,0.341,0.489,0.4,0.667,1.1,0.5,0.2,0.1,0.4,3.2
42,beaslmi01,2017,PF,29,NYK,74,22.3,5.5,0.507,0.5,0.395,0.528,1.7,0.78,5.6,1.7,0.5,0.6,1.9,13.2
43,belinma01,2017,SG,31,TOT,80,24.3,4.2,0.441,1.9,0.377,0.539,1.9,0.908,1.9,1.9,0.8,0.2,1.2,12.1
46,belljo01,2017,C,23,GSW,57,14.2,2.0,0.627,0.0,0.0,0.627,0.5,0.682,3.6,1.8,0.6,1.0,0.9,4.6
47,bembrde01,2017,SF,23,ATL,26,17.5,2.0,0.414,0.4,0.367,0.457,0.7,0.576,2.8,1.9,0.8,0.5,1.8,5.2
48,bendedr01,2017,PF,20,PHO,82,25.2,2.3,0.386,1.4,0.366,0.508,0.5,0.765,4.4,1.6,0.3,0.6,1.4,6.5
49,bertada01,2017,PF,25,SAS,77,14.1,2.1,0.44,1.2,0.373,0.568,0.5,0.816,2.0,1.0,0.3,0.4,0.5,5.9
50,beverpa01,2017,SG,29,LAC,11,30.4,4.4,0.403,2.2,0.4,0.504,1.3,0.824,4.1,2.9,1.7,0.5,2.3,12.2
51,birchkh01,2017,C,25,ORL,42,13.8,1.6,0.54,0.0,0.0,0.54,1.0,0.689,4.3,0.8,0.4,0.5,0.5,4.2
52,birdja01,2017,SG,23,BOS,13,8.8,1.2,0.577,0.2,0.429,0.635,0.5,0.462,1.5,0.6,0.2,0.1,0.6,3.0
53,biyombi01,2017,C,25,ORL,82,18.2,2.2,0.52,0.0,0.0,0.52,1.2,0.65,5.7,0.8,0.3,1.2,1.0,5.7
54,bjeline01,2017,PF,29,MIN,67,20.5,2.6,0.461,1.1,0.415,0.563,0.5,0.8,4.1,1.3,0.7,0.2,0.8,6.8
55,blackta01,2017,C,26,HOU,51,10.5,1.5,0.591,0.0,0.091,0.594,0.6,0.46,3.2,0.3,0.4,0.6,0.7,3.5
56,blakean01,2017,SG,21,CHI,19,16.5,2.8,0.371,0.8,0.288,0.423,1.6,0.769,1.7,1.1,0.4,0.1,0.6,7.9
57,bledser01,2017,PG,28,TOT,74,31.4,6.3,0.473,1.7,0.347,0.536,3.4,0.795,3.8,5.0,2.0,0.6,2.9,17.7
60,blueva01,2017,SG,25,LAL,5,9.0,0.2,0.2,0.0,0.0,0.2,0.2,0.5,0.2,0.6,0.2,0.0,0.6,0.6
61,bogdabo01,2017,SG,25,SAC,78,27.9,4.4,0.446,1.7,0.392,0.529,1.3,0.84,2.9,3.3,0.9,0.2,1.6,11.8
62,bogdabo02,2017,SF,28,IND,80,30.8,5.1,0.474,1.9,0.402,0.565,2.2,0.868,3.4,1.5,0.7,0.1,1.3,14.3
63,bogutan01,2017,C,33,LAL,24,9.0,0.7,0.68,0.0,0.0,0.68,0.1,1.0,3.3,0.6,0.2,0.5,0.8,1.5
64,bolomjo01,2017,PF,24,MIL,6,6.3,0.5,0.5,0.0,0.0,0.5,0.5,0.5,1.7,0.0,0.3,0.0,0.3,1.5
65,bookede01,2017,SG,21,PHO,54,34.5,8.4,0.432,2.7,0.383,0.501,5.4,0.878,4.5,4.7,0.9,0.3,3.6,24.9
66,booketr01,2017,PF,30,TOT,68,17.0,2.6,0.516,0.1,0.242,0.528,1.0,0.71,4.7,1.2,0.4,0.3,0.9,6.3
70,bouchch01,2017,PF,25,GSW,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
71,bradlav01,2017,SG,27,TOT,46,31.2,5.6,0.414,1.6,0.369,0.474,1.4,0.768,2.5,2.0,1.1,0.2,2.2,14.3
74,bradlto01,2017,C,20,UTA,9,3.2,0.3,0.273,0.0,0.0,0.273,0.2,1.0,1.2,0.1,0.0,0.0,0.0,0.9
75,breweco01,2017,SF-SG,31,TOT,72,16.8,2.0,0.449,0.4,0.282,0.498,0.9,0.722,2.1,0.9,1.1,0.2,0.7,5.3
78,brogdma01,2017,PG,25,MIL,48,29.9,5.1,0.485,1.3,0.385,0.547,1.6,0.882,3.3,3.2,0.9,0.3,1.4,13.0
79,brookaa01,2017,PG,33,MIN,32,5.9,0.9,0.406,0.3,0.355,0.486,0.3,0.727,0.5,0.6,0.2,0.0,0.3,2.3
80,brookdi01,2017,SF,22,MEM,82,28.7,4.1,0.44,1.1,0.356,0.501,1.5,0.747,3.1,1.6,0.9,0.2,1.5,11.0
81,brookma01,2017,SG,29,MEM,7,27.6,7.3,0.5,2.7,0.594,0.593,2.9,0.87,3.0,3.6,1.6,0.4,2.3,20.1
82,brownan02,2017,SF,25,MIN,1,4.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
83,brownbo02,2017,PG,33,HOU,20,5.8,1.0,0.328,0.6,0.275,0.422,0.1,0.5,0.4,0.6,0.2,0.0,0.5,2.5
84,brownja02,2017,SG,21,BOS,70,30.7,5.3,0.465,1.7,0.395,0.54,2.1,0.644,4.9,1.6,1.0,0.4,1.8,14.5
85,brownlo01,2017,PG,27,TOR,14,9.9,1.0,0.412,0.1,0.167,0.441,0.1,1.0,1.1,0.9,0.4,0.0,0.2,2.3
86,brownma02,2017,SG,26,HOU,4,7.8,0.5,0.286,0.3,0.2,0.357,0.0,0.0,1.3,0.5,0.0,0.0,0.5,1.3
87,brownst02,2017,SG,22,MIL,54,14.4,1.5,0.4,0.6,0.352,0.478,0.4,0.875,2.6,0.5,0.6,0.2,0.5,4.0
88,brussni01,2017,SF,24,ATL,4,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
89,bryanth01,2017,C,20,LAL,15,4.8,0.5,0.381,0.1,0.1,0.405,0.3,0.556,1.1,0.4,0.1,0.1,0.1,1.5
90,bullore01,2017,SF,26,DET,62,27.9,4.3,0.489,2.0,0.445,0.603,0.6,0.796,2.5,1.5,0.8,0.2,0.8,11.3
91,burketr01,2017,PG,25,NYK,36,21.8,5.4,0.503,1.1,0.362,0.552,1.0,0.649,2.0,4.7,0.7,0.1,1.2,12.8
92,burksal01,2017,SG,26,UTA,64,16.5,2.7,0.411,0.7,0.331,0.467,1.7,0.863,3.0,1.0,0.6,0.1,0.9,7.7
93,butleji01,2017,SG,28,MIN,59,36.7,7.4,0.474,1.2,0.35,0.512,6.2,0.854,5.3,4.9,2.0,0.4,1.8,22.2
94,buyckdw01,2017,PG,28,DET,29,14.7,2.8,0.414,0.5,0.333,0.452,1.2,0.878,1.4,2.0,0.7,0.1,1.3,7.4
95,cabocbr01,2017,SF,22,TOT,12,8.9,0.8,0.29,0.3,0.176,0.339,0.4,0.833,1.8,0.3,0.3,0.3,0.3,2.2
98,caldejo01,2017,PG,36,CLE,57,16.0,1.6,0.503,0.8,0.464,0.624,0.4,0.8,1.5,2.1,0.5,0.0,0.7,4.5
99,caldwke01,2017,SG,24,LAL,74,33.2,4.6,0.426,2.1,0.383,0.526,2.1,0.789,5.2,2.2,1.4,0.2,1.3,13.4
100,canaais01,2017,PG-SG,26,TOT,20,21.1,2.6,0.38,1.1,0.333,0.46,2.3,0.902,2.3,3.8,0.8,0.1,1.5,8.6
103,capelca01,2017,C,23,HOU,74,27.5,6.0,0.652,0.0,0.0,0.652,1.9,0.56,10.8,0.9,0.8,1.9,1.4,13.9
104,carrode01,2017,PF,31,BRK,73,29.9,4.5,0.414,2.0,0.371,0.506,2.6,0.764,6.6,2.0,0.8,0.4,1.4,13.5
105,cartevi01,2017,SF,41,SAC,58,17.7,2.0,0.403,1.0,0.345,0.504,0.5,0.757,2.6,1.2,0.7,0.4,0.6,5.4
106,cartemi01,2017,PG,26,CHO,52,16.1,1.5,0.332,0.3,0.237,0.362,1.4,0.82,2.7,2.2,0.8,0.4,1.0,4.6
107,carusal01,2017,PG,23,LAL,37,15.2,1.4,0.431,0.4,0.302,0.487,0.6,0.7,1.8,2.0,0.6,0.3,1.1,3.6
108,casspom01,2017,SF,29,GSW,53,14.0,2.3,0.58,0.2,0.455,0.604,0.9,0.725,3.8,1.0,0.3,0.4,0.7,5.7
109,caulewi01,2017,C,24,SAC,73,28.0,5.3,0.502,0.0,0.25,0.504,2.1,0.619,7.0,2.4,1.1,0.9,1.5,12.8
110,cavanty01,2017,PF,23,ATL,39,13.3,1.7,0.441,0.8,0.36,0.546,0.4,0.81,3.3,0.7,0.2,0.1,0.4,4.7
111,chalmma01,2017,PG,31,MEM,66,21.5,2.5,0.379,0.8,0.277,0.439,1.8,0.855,2.4,3.0,1.2,0.2,1.8,7.7
112,chandty01,2017,C,35,PHO,46,25.0,2.6,0.647,0.0,0.0,0.647,1.3,0.624,9.1,1.2,0.3,0.6,1.3,6.5
113,chandwi01,2017,SF,30,DEN,74,31.7,3.8,0.445,1.2,0.358,0.515,1.2,0.772,5.4,2.1,0.6,0.5,1.2,10.0
114,chrisma01,2017,PF,20,PHO,72,21.2,2.8,0.423,0.8,0.295,0.482,1.3,0.608,5.5,1.2,0.7,1.0,1.5,7.7
115,clarkia01,2017,SG,26,NOP,74,19.7,3.0,0.448,0.8,0.318,0.511,0.6,0.763,1.7,1.5,0.4,0.1,0.8,7.4
116,clarkjo01,2017,SG,25,TOT,81,23.3,5.3,0.451,1.4,0.352,0.509,1.9,0.8,2.7,2.7,0.7,0.1,1.6,13.9
119,clavegi01,2017,SG,24,DAL,7,9.1,0.9,0.333,0.9,0.4,0.5,0.3,1.0,1.0,0.4,0.3,0.0,0.3,2.9
120,clevean01,2017,SG,23,TOT,17,7.2,0.5,0.381,0.2,0.75,0.452,0.2,0.667,0.8,0.1,0.4,0.3,0.4,1.4
123,collijo01,2017,PF,20,ATL,74,24.1,4.2,0.576,0.2,0.34,0.591,1.8,0.715,7.3,1.3,0.6,1.1,1.4,10.5
124,colliza01,2017,C,20,POR,66,15.8,1.7,0.398,0.5,0.31,0.458,0.4,0.643,3.3,0.8,0.3,0.5,0.9,4.4
125,colliky01,2017,SF,26,DAL,32,15.0,1.2,0.384,0.1,0.235,0.404,0.7,0.525,3.3,1.8,0.5,0.3,0.8,3.2
126,collida01,2017,PG,30,IND,69,29.2,4.6,0.495,1.4,0.468,0.571,1.8,0.882,2.6,5.3,1.3,0.2,1.2,12.4
127,collini01,2017,PF,37,OKC,15,5.0,0.9,0.684,0.0,0.0,0.684,0.3,0.385,1.3,0.3,0.0,0.0,0.5,2.1
128,conlemi01,2017,PG,30,MEM,12,31.1,5.3,0.381,2.0,0.312,0.452,4.4,0.803,2.3,4.1,1.0,0.3,1.5,17.1
129,connapa01,2017,SG,25,POR,82,18.1,2.0,0.423,0.9,0.352,0.518,0.5,0.841,2.0,1.1,0.3,0.3,0.5,5.4
130,cookqu01,2017,PG,24,GSW,33,22.4,3.7,0.484,1.4,0.442,0.575,0.7,0.88,2.5,2.7,0.4,0.0,1.0,9.5
131,cookech01,2017,SG,23,NOP,13,2.9,0.2,0.143,0.1,0.125,0.179,0.1,0.5,0.2,0.1,0.1,0.0,0.1,0.5
132,cooleja01,2017,PF,26,SAC,7,12.4,1.9,0.481,0.0,0.0,0.481,2.0,0.737,4.3,0.9,0.1,0.0,0.4,5.7
133,costema01,2017,C,24,SAS,4,8.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,2.3,0.5,0.5,0.5,0.3,1.0
134,couside01,2017,C,27,NOP,48,36.2,8.5,0.47,2.2,0.354,0.53,6.1,0.746,12.9,5.4,1.6,1.6,5.0,25.2
135,covinro01,2017,SF,27,PHI,80,31.7,4.3,0.413,2.5,0.369,0.534,1.5,0.853,5.4,2.0,1.7,0.9,1.6,12.6
136,crabbal01,2017,SG,25,BRK,75,29.3,4.5,0.407,2.7,0.378,0.529,1.5,0.852,4.3,1.6,0.6,0.5,1.0,13.2
137,craigto01,2017,SF,27,DEN,39,16.1,1.6,0.453,0.4,0.293,0.515,0.6,0.629,3.3,0.6,0.3,0.4,0.5,4.2
138,crawfja01,2017,SG,37,MIN,80,20.7,3.9,0.415,1.3,0.331,0.485,1.3,0.903,1.2,2.3,0.5,0.1,1.2,10.3
139,crawfjo02,2017,SG,29,NOP,5,10.6,2.4,0.444,1.6,0.571,0.593,0.2,1.0,0.8,2.6,0.2,0.2,1.0,6.6
140,crowdja01,2017,SF,27,TOT,80,26.1,3.4,0.404,1.4,0.323,0.486,1.5,0.818,3.4,1.2,0.8,0.3,0.9,9.7
143,cunnida01,2017,SF,30,TOT,73,21.4,2.2,0.451,0.8,0.345,0.53,0.4,0.596,4.1,0.7,0.5,0.4,0.5,5.7
146,curryst01,2017,PG,29,GSW,51,32.0,8.4,0.495,4.2,0.423,0.618,5.5,0.921,5.1,6.1,1.6,0.2,3.0,26.4
147,danietr01,2017,SG,26,PHO,79,20.5,2.9,0.403,2.3,0.4,0.563,0.7,0.875,1.6,0.6,0.3,0.1,0.7,8.9
148,davisan02,2017,PF,24,NOP,75,36.4,10.4,0.534,0.7,0.34,0.552,6.6,0.828,11.1,2.3,1.5,2.6,2.2,28.1
149,davisde01,2017,C,21,MEM,62,15.2,2.6,0.608,0.0,0.0,0.608,0.6,0.667,4.0,0.6,0.2,0.6,0.5,5.8
150,davised01,2017,C,28,POR,78,18.9,2.2,0.582,0.0,0.0,0.582,0.9,0.667,7.4,0.5,0.4,0.7,0.8,5.3
151,dedmode01,2017,C,28,ATL,62,24.9,4.0,0.524,0.8,0.355,0.577,1.1,0.779,7.9,1.5,0.6,0.8,1.4,10.0
152,dekkesa01,2017,PF,23,LAC,73,12.1,1.8,0.494,0.1,0.167,0.514,0.5,0.661,2.4,0.5,0.3,0.1,0.5,4.2
153,delanma01,2017,PG,28,ATL,54,18.8,2.0,0.382,0.9,0.371,0.463,1.4,0.804,1.9,3.0,0.6,0.1,1.2,6.3
154,dellama01,2017,PG,27,MIL,38,18.7,1.4,0.362,0.8,0.372,0.457,0.7,0.926,1.7,3.8,0.4,0.0,1.3,4.3
155,denglu01,2017,SF,32,LAL,1,13.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0
156,derozde01,2017,SG,28,TOR,80,33.9,8.1,0.456,1.1,0.31,0.488,5.8,0.825,3.9,5.2,1.1,0.3,2.2,23.0
157,diallch01,2017,PF,21,NOP,52,11.2,2.0,0.58,0.0,0.0,0.58,1.0,0.758,4.1,0.4,0.2,0.4,0.5,4.9
158,dienggo01,2017,C,28,MIN,79,16.9,2.4,0.479,0.2,0.311,0.504,1.0,0.775,4.6,0.9,0.6,0.5,0.7,5.9
159,dinwisp01,2017,PG,24,BRK,80,28.8,4.1,0.387,1.8,0.326,0.471,2.7,0.813,3.2,6.6,0.9,0.3,1.6,12.6
160,dorsety01,2017,SG,21,ATL,56,17.4,2.6,0.377,1.3,0.362,0.471,0.8,0.714,2.3,1.4,0.3,0.1,0.7,7.2
161,dotsoda01,2017,SG,23,NYK,44,10.8,1.6,0.447,0.5,0.324,0.516,0.4,0.696,1.9,0.7,0.3,0.0,0.4,4.1
162,doylemi01,2017,SG,24,BRK,10,12.5,1.3,0.277,0.4,0.174,0.319,0.4,0.5,1.8,1.0,0.6,0.2,0.2,3.4
163,doziepj01,2017,PG,21,OKC,2,1.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0
164,dragigo01,2017,PG,31,MIA,75,31.7,6.5,0.45,1.5,0.37,0.502,2.9,0.801,4.1,4.8,0.8,0.2,2.2,17.3
165,drewla02,2017,PG,27,TOT,10,7.0,0.7,0.292,0.3,0.333,0.354,0.0,0.0,0.3,1.0,0.0,0.0,0.3,1.7
168,drumman01,2017,C,24,DET,78,33.7,6.0,0.529,0.0,0.0,0.529,3.1,0.605,16.0,3.0,1.5,1.6,2.6,15.0
169,dudleja01,2017,PF,32,PHO,48,14.3,1.0,0.393,0.6,0.363,0.512,0.6,0.771,2.0,1.6,0.5,0.2,0.6,3.2
170,dunnkr01,2017,PG,23,CHI,52,29.3,5.5,0.429,0.8,0.321,0.462,1.6,0.737,4.3,6.0,2.0,0.5,2.9,13.4
171,duranke01,2017,SF,29,GSW,68,34.2,9.3,0.516,2.5,0.419,0.586,5.3,0.889,6.8,5.4,0.7,1.8,3.0,26.4
172,eddieja01,2017,SF,26,TOT,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0
175,ellenhe01,2017,PF,21,DET,38,8.7,1.4,0.363,0.5,0.333,0.432,0.7,0.862,2.1,0.5,0.1,0.0,0.5,4.0
176,ellinwa01,2017,SG,30,MIA,77,26.5,3.7,0.407,2.9,0.392,0.569,0.9,0.859,2.8,1.0,0.7,0.1,0.7,11.2
177,embiijo01,2017,C,23,PHI,63,30.3,8.1,0.483,1.0,0.308,0.514,5.7,0.769,11.0,3.2,0.6,1.8,3.7,22.9
178,ennisja01,2017,SF,27,TOT,72,22.3,2.5,0.474,0.7,0.333,0.54,1.3,0.836,3.1,1.0,0.7,0.3,0.8,7.1
181,ennisty01,2017,PG,23,LAL,54,12.6,1.7,0.42,0.3,0.25,0.451,0.4,0.759,1.8,1.9,0.6,0.2,0.7,4.1
182,evansja01,2017,PG,21,LAC,48,16.2,1.9,0.352,0.3,0.278,0.381,0.8,0.776,1.8,2.1,0.8,0.1,0.9,4.8
183,evansje01,2017,SF,30,ATL,1,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
184,evansty01,2017,PG,28,MEM,52,30.9,7.0,0.452,2.2,0.399,0.523,3.2,0.785,5.1,5.2,1.1,0.3,2.3,19.4
185,exumda01,2017,PG,22,UTA,14,16.8,3.0,0.483,0.4,0.278,0.511,1.8,0.806,1.9,3.1,0.6,0.2,1.4,8.1
186,farieke01,2017,PF,28,DEN,32,14.4,2.4,0.514,0.0,0.0,0.514,1.1,0.706,4.8,0.6,0.4,0.4,0.7,5.9
187,favorde01,2017,C,26,UTA,77,28.0,5.1,0.563,0.2,0.222,0.573,1.8,0.651,7.2,1.3,0.7,1.1,1.1,12.3
188,feldeka01,2017,PG,22,TOT,16,8.8,1.3,0.3,0.3,0.211,0.329,0.7,0.917,1.1,1.3,0.2,0.1,1.0,3.6
191,feliccr01,2017,C,25,CHI,55,17.8,2.3,0.591,0.0,0.0,0.591,1.0,0.667,4.2,1.0,0.3,0.2,1.0,5.6
192,feltora01,2017,PG,33,OKC,82,16.6,2.7,0.406,1.0,0.352,0.479,0.4,0.818,1.9,2.5,0.6,0.2,0.9,6.9
193,fergute01,2017,SG,19,OKC,61,12.5,1.1,0.414,0.7,0.333,0.533,0.1,0.9,0.8,0.3,0.4,0.2,0.2,3.1
194,ferreyo01,2017,SG,24,DAL,82,27.8,3.8,0.426,1.6,0.373,0.518,1.0,0.796,3.0,2.5,0.8,0.1,1.0,10.2
195,finnedo01,2017,PF,24,DAL,21,21.3,2.2,0.38,1.0,0.299,0.463,0.5,0.733,3.6,1.2,0.5,0.2,1.0,5.9
196,forbebr01,2017,SG,24,SAS,80,19.0,2.6,0.421,1.1,0.39,0.51,0.6,0.667,1.4,1.0,0.4,0.0,0.5,6.9
197,fournev01,2017,SF,25,ORL,57,32.2,6.5,0.459,2.2,0.379,0.538,2.6,0.867,3.2,2.9,0.8,0.3,1.7,17.8
198,foxde01,2017,PG,20,SAC,73,27.8,4.5,0.412,0.6,0.307,0.441,1.9,0.723,2.8,4.4,1.0,0.3,2.4,11.6
199,fraziti01,2017,PG,27,WAS,59,14.2,1.2,0.395,0.3,0.304,0.445,0.4,0.767,1.9,3.3,0.8,0.1,1.0,3.0
200,fryech01,2017,C,34,TOT,53,13.1,2.0,0.491,0.7,0.339,0.583,0.3,0.895,2.5,0.7,0.3,0.2,0.4,5.0
203,fultzma01,2017,SG,19,PHI,14,18.1,3.2,0.405,0.0,0.0,0.405,0.7,0.476,3.1,3.8,0.9,0.3,1.2,7.1
204,gallida01,2017,SF,29,LAC,21,32.0,4.9,0.398,1.7,0.324,0.469,3.9,0.931,4.8,2.0,0.6,0.5,1.2,15.3
205,gallola01,2017,SG,26,DET,58,14.9,2.2,0.371,1.3,0.344,0.481,0.6,0.805,1.6,1.0,0.6,0.1,0.3,6.2
206,gasolma01,2017,C,33,MEM,73,33.0,5.9,0.42,1.5,0.341,0.473,3.8,0.834,8.1,4.2,0.7,1.4,2.7,17.2
207,gasolpa01,2017,C,37,SAS,77,23.5,3.7,0.458,0.6,0.358,0.492,2.1,0.756,8.0,3.1,0.3,1.0,1.4,10.1
208,gayru01,2017,PF,31,SAS,57,21.6,4.4,0.471,0.6,0.314,0.506,2.0,0.772,5.1,1.3,0.8,0.7,1.4,11.5
209,georgpa01,2017,SF,27,OKC,79,36.6,7.3,0.43,3.1,0.401,0.521,4.3,0.822,5.7,3.3,2.0,0.5,2.7,21.9
210,georgma01,2017,SG,23,MIN,42,5.3,0.5,0.438,0.1,0.267,0.479,0.3,0.619,0.4,0.2,0.1,0.0,0.1,1.4
211,gibsojo01,2017,PG,30,BOS,4,10.0,3.5,0.609,1.5,0.5,0.739,0.0,0.0,0.8,1.0,0.0,0.0,0.8,8.5
212,gibsota01,2017,PF,32,MIN,82,33.2,5.2,0.577,0.1,0.2,0.581,1.7,0.768,7.1,1.2,0.8,0.7,1.1,12.2
213,ginobma01,2017,SG,40,SAS,65,20.0,3.1,0.434,1.0,0.333,0.503,1.7,0.84,2.2,2.5,0.7,0.2,1.6,8.9
